Group_Id	Gene_Symbol	Gene_Name	AAU	CTO	NOR	NFZgenbank	PLP	astyanax	austrofundulus	cyprinodon	fundulus	gadus	kryptolebias	medaka	poecilia	spotted_gar	stickleback	takifugu	tetraodon	tilapia	xmac	zebrafish
Group_6153_0	anapc2	anaphase promoting complex subunit 2	AAU|005343|augustus_masked-AAUscf680-processed-gene-0_1-mRNA-1	CTO|011249|evm-CTOv12scf5-processed-gene-2_87-mRNA-1	NOR|006140|maker-NORv12scf34485-pred_gff_Genewise-gene-0_77-mRNA-1	NFZgenbank|019868|rna36742	PLP|025566|PLPv12scf37	astyanax|011846|ENSAMXP00000012194_1	austrofundulus|020660|XM_014032437_1	cyprinodon|011029|XM_015385902_1	fundulus|022167|XM_021307687_1	gadus|014775|ENSGMOP00000016278_1	kryptolebias|018795|XM_017438304_2	medaka|000991|ENSORLP00000001375_1	poecilia|002082|ENSPFOP00000023748_1	spotted_gar|000744|ENSLOCP00000000831_1	stickleback|014465|ENSGACP00000019694_1	takifugu|003402|ENSTRUP00000008093_1	tetraodon|012621|ENSTNIP00000014238_1	tilapia|009435|ENSONIP00000011869_1	xmac|013139|ENSXMAP00000013185_1	zebrafish|010362|ENSDARP00000140625_1
Group_6154_0	actr8	ARP8 actin-related protein 8 homolog (yeast)	AAU|025035|maker-AAUscf472-pred_gff_Genewise-gene-0_106-mRNA-1	CTO|028591|maker-CTOv12scf52-augustus-gene-2_168-mRNA-1	NOR|029195|maker-NORv12scf329-augustus-gene-1_174-mRNA-2	NFZgenbank|021363|rna39265	PLP|023335|maker-PLPv12scf167-pred_gff_Genewise-gene-0_202-mRNA-1	astyanax|014954|ENSAMXP00000015392_1	austrofundulus|002495|XM_014001737_1	cyprinodon|006603|XM_015377814_1	fundulus|020087|XM_012877260_2	gadus|013711|ENSGMOP00000015059_1	kryptolebias|008154|XM_017417580_2	medaka|003080|ENSORLP00000004184_1	poecilia|009190|ENSPFOP00000004060_2	spotted_gar|014130|ENSLOCP00000017444_1	stickleback|005651|ENSGACP00000007840_1	takifugu|006078|ENSTRUP00000014947_1	tetraodon|002958|ENSTNIP00000014983_1	tilapia|001842|ENSONIP00000002302_1	xmac|019255|ENSXMAP00000019337_1	zebrafish|003029|ENSDARP00000137856_1
Group_6155_0	scg2b	secretogranin II (chromogranin C)%2C b [Source:ZFIN%3BAcc:ZDB-GENE-061103-160]	AAU|010915|maker-AAUscf470-pred_gff_Genewise-gene-0_101-mRNA-1	CTO|020761|maker-CTOv12scf216-pred_gff_Genewise-gene-0_28-mRNA-1	NOR|024564|evm-NORv12scf34742-processed-gene-1_22-mRNA-1	NFZgenbank|009806|rna18148	PLP|013350|maker-PLPv12scf21-pred_gff_Genewise-gene-1_210-mRNA-1	astyanax|011883|ENSAMXP00000012216_1	austrofundulus|014848|XM_014023281_1	cyprinodon|007096|XM_015378727_1	fundulus|019676|XM_012876559_2	gadus|000547|ENSGMOP00000000552_1	kryptolebias|015756|XM_017432549_2	medaka|015066|ENSORLP00000019894_1	poecilia|012841|ENSPFOP00000007236_1	spotted_gar|004070|ENSLOCP00000004871_1	stickleback|013550|ENSGACP00000018524_1	takifugu|013541|ENSTRUP00000034924_1	tetraodon|008264|ENSTNIP00000003768_1	tilapia|021409|ENSONIP00000026736_1	xmac|020325|ENSXMAP00000020401_1	zebrafish|006465|ENSDARP00000099613_2
Group_6156_0	anapc7	anaphase promoting complex subunit 7	AAU|018422|maker-AAUscf295-pred_gff_Genewise-gene-0_122-mRNA-1	CTO|004505|evm-CTOv12scf415-processed-gene-0_168-mRNA-1	NOR|026953|maker-NORv12scf34645-augustus-gene-0_93-mRNA-4	NFZgenbank|017572|rna32582	PLP|013958|evm-PLPv12scf51-processed-gene-1_45-mRNA-1	astyanax|009923|ENSAMXP00000010193_1	austrofundulus|015879|XM_014024899_1	cyprinodon|021892|XM_015404453_1	fundulus|000225|XM_012882695_2	gadus|002984|ENSGMOP00000003249_1	kryptolebias|006573|XM_017414492_2	medaka|015087|ENSORLP00000019920_1	poecilia|000894|ENSPFOP00000004581_2	spotted_gar|007203|ENSLOCP00000008730_1	stickleback|012930|ENSGACP00000017770_1	takifugu|015607|ENSTRUP00000040252_1	tetraodon|010167|ENSTNIP00000014394_1	tilapia|015936|ENSONIP00000020095_1	xmac|004220|ENSXMAP00000004246_1	zebrafish|012056|ENSDARP00000133571_1
Group_6157_0	sepn1	selenoprotein N%2C 1%2C transcript variant X1	AAU|011210|maker-AAUscf231-augustus-gene-0_150-mRNA-2	CTO|027159|maker-CTOv12scf28-augustus-gene-3_68-mRNA-1	NOR|010302|maker-NORv12scf34472-pred_gff_Genewise-gene-0_117-mRNA-1	NFZgenbank|016536|rna30672	PLP|006218|augustus_masked-PLPv12scf134-processed-gene-0_142-mRNA-1	astyanax|011032|ENSAMXP00000011343_1	austrofundulus|000996|XM_014014932_1	cyprinodon|010631|XM_015385179_1	fundulus|006566|XM_012855778_2	gadus|010391|ENSGMOP00000011461_1	kryptolebias|000698|XM_017411274_2	medaka|013850|ENSORLP00000018361_1	poecilia|005753|ENSPFOP00000013650_1	spotted_gar|004316|ENSLOCP00000005169_1	stickleback|008884|ENSGACP00000012226_1	takifugu|008036|ENSTRUP00000020289_1	tetraodon|006310|ENSTNIP00000020427_1	tilapia|003572|ENSONIP00000004498_1	xmac|007784|ENSXMAP00000007818_1	zebrafish|016446|ENSDARP00000033474_7
Group_6159_0	znf593	zinc finger protein 593%2C transcript variant X2	AAU|011211|maker-AAUscf231-pred_gff_Genewise-gene-0_87-mRNA-1	CTO|027160|augustus_masked-CTOv12scf28-processed-gene-3_111-mRNA-1	NOR|010303|evm-NORv12scf34472-processed-gene-0_69-mRNA-1	NFZgenbank|016535|rna30671	PLP|006219|maker-PLPv12scf134-pred_gff_Genewise-gene-0_48-mRNA-1	astyanax|011041|ENSAMXP00000011345_1	austrofundulus|000997|XM_014014944_1	cyprinodon|010630|XM_015385164_1	fundulus|006567|XM_021312450_1	gadus|010408|ENSGMOP00000011468_1	kryptolebias|000699|XM_017411478_2	medaka|013842|ENSORLP00000018348_1	poecilia|005637|ENSPFOP00000013628_2	spotted_gar|004330|ENSLOCP00000005178_1	stickleback|008900|ENSGACP00000012244_1	takifugu|008184|ENSTRUP00000020684_1	tetraodon|006328|ENSTNIP00000020426_1	tilapia|003568|ENSONIP00000004494_1	xmac|007776|ENSXMAP00000007807_1	zebrafish|015994|ENSDARP00000076674_5
Group_6160_0	tsnax	translin-associated factor X	AAU|016616|augustus_masked-AAUscf97-processed-gene-1_122-mRNA-1	CTO|027755|maker-CTOv12scf120-pred_gff_Genewise-gene-0_196-mRNA-1	NOR|006577|maker-NORv12scf34491-augustus-gene-0_112-mRNA-1	NFZgenbank|002819|rna5189	PLP|017790|maker-PLPv12scf107-augustus-gene-0_53-mRNA-1	astyanax|021646|ENSAMXP00000025258_1	austrofundulus|004801|XM_014005910_1	cyprinodon|007579|XM_015379566_1	fundulus|007492|XM_012857060_2	gadus|018064|ENSGMOP00000019944_1	kryptolebias|011590|XM_017424237_2	medaka|011905|ENSORLP00000015910_1	poecilia|014624|ENSPFOP00000019459_1	spotted_gar|015799|ENSLOCP00000019488_1	stickleback|003995|ENSGACP00000005482_1	takifugu|012915|ENSTRUP00000033091_1	tetraodon|002449|ENSTNIP00000004846_1	tilapia|010114|ENSONIP00000012731_1	xmac|006729|ENSXMAP00000006753_1	zebrafish|001670|ENSDARP00000056925_5
Group_6162_0	acot13	acyl-CoA thioesterase 13	AAU|010172|maker-AAUscf31-pred_gff_Genewise-gene-0_13-mRNA-1	CTO|026885|maker-CTOv12scf58-augustus-gene-1_439-mRNA-1	NOR|021852|evm-NORv12scf150-processed-gene-1_172-mRNA-1	NFZgenbank|018588|rna34425	PLP|007111|maker-PLPv12scf30-pred_gff_Genewise-gene-3_4-mRNA-1	astyanax|011102|ENSAMXP00000011407_1	austrofundulus|004768|XM_014005850_1	cyprinodon|007594|XM_015379622_1	fundulus|014999|XM_012868614_2	gadus|008243|ENSGMOP00000009085_1	kryptolebias|001134|XM_017423800_2	medaka|012055|ENSORLP00000016088_1	poecilia|016176|ENSPFOP00000013786_2	spotted_gar|004564|ENSLOCP00000005471_1	stickleback|004468|ENSGACP00000006156_1	takifugu|014252|ENSTRUP00000036772_1	tetraodon|000445|ENSTNIP00000020943_1	tilapia|002586|ENSONIP00000003241_1	xmac|003523|ENSXMAP00000003535_1	zebrafish|012594|ENSDARP00000117803_2
Group_6163_0	zgc:111986	zgc:111986 [Source:ZFIN%3BAcc:ZDB-GENE-050522-304]	AAU|010186|maker-AAUscf31-pred_gff_Genewise-gene-0_14-mRNA-1	CTO|026938|maker-CTOv12scf58-augustus-gene-1_494-mRNA-1	NOR|021870|evm-NORv12scf150-processed-gene-1_154-mRNA-1	NFZgenbank|018587|rna34424	PLP|007068|maker-PLPv12scf30-pred_gff_Genewise-gene-3_3-mRNA-1	astyanax|011107|ENSAMXP00000011415_1	austrofundulus|004769|XM_014005849_1	cyprinodon|007595|XM_015379630_1	fundulus|015000|XM_012868613_2	gadus|008245|ENSGMOP00000009087_1	kryptolebias|001135|XM_017423773_2	medaka|012061|ENSORLP00000016098_1	poecilia|016151|ENSPFOP00000013774_1	spotted_gar|004576|ENSLOCP00000005486_1	stickleback|004480|ENSGACP00000006177_1	takifugu|014256|ENSTRUP00000036777_1	tetraodon|000443|ENSTNIP00000020942_1	tilapia|002588|ENSONIP00000003243_1	xmac|003525|ENSXMAP00000003540_1	zebrafish|012851|ENSDARP00000052182_4
Group_6164_0	exosc1	exosome component 1	AAU|004783|maker-AAUscf44-pred_gff_Genewise-gene-1_217-mRNA-1	CTO|015863|maker-CTOv12scf412-pred_gff_Genewise-gene-0_45-mRNA-1	NOR|019634|maker-NORv12scf34658-pred_gff_Genewise-gene-0_308-mRNA-1	NFZgenbank|002768|rna5097	PLP|005537|maker-PLPv12scf12-augustus-gene-6_123-mRNA-1	astyanax|011116|ENSAMXP00000011424_1	austrofundulus|017174|XM_014026866_1	cyprinodon|002973|XM_015371179_1	fundulus|006418|XM_012855562_2	gadus|008734|ENSGMOP00000009609_1	kryptolebias|017777|XM_017436401_2	medaka|010809|ENSORLP00000014532_1	poecilia|018677|ENSPFOP00000006738_2	spotted_gar|003768|ENSLOCP00000004501_1	stickleback|018680|ENSGACP00000025035_1	takifugu|007628|ENSTRUP00000019138_1	tetraodon|004014|ENSTNIP00000017087_1	tilapia|017663|ENSONIP00000022296_1	xmac|012696|ENSXMAP00000012740_1	zebrafish|020615|ENSDARP00000078068_5
Group_6165_0	mfap1	microfibrillar associated protein 1	AAU|023701|maker-AAUscf245-augustus-gene-0_224-mRNA-1	CTO|011571|maker-CTOv12scf317-pred_gff_Genewise-gene-0_47-mRNA-1	NOR|027417|maker-NORv12scf34670-pred_gff_Genewise-gene-0_68-mRNA-1	NFZgenbank|008195|rna15142	PLP|013227|augustus_masked-PLPv12scf53-processed-gene-2_205-mRNA-1	astyanax|011130|ENSAMXP00000011444_1	austrofundulus|013703|XM_014021419_1	cyprinodon|010424|XM_015384799_1	fundulus|022135|XM_012880766_2	gadus|003399|ENSGMOP00000003709_1	kryptolebias|017089|XM_017435004_2	medaka|018863|ENSORLP00000024797_1	poecilia|012082|ENSPFOP00000011191_1	spotted_gar|014119|ENSLOCP00000017431_1	stickleback|017440|ENSGACP00000023021_2	takifugu|014327|ENSTRUP00000036981_1	tetraodon|011566|ENSTNIP00000021962_1	tilapia|006977|ENSONIP00000008806_1	xmac|018097|ENSXMAP00000018172_1	zebrafish|014732|ENSDARP00000017863_7
Group_6166_0	snrnp35	small nuclear ribonucleoprotein U11/U12 subunit 35	AAU|020839|maker-AAUscf260-pred_gff_Genewise-gene-0_103-mRNA-1	CTO|023288|maker-CTOv12scf211-pred_gff_Genewise-gene-0_135-mRNA-1	NOR|013205|evm-NORv12scf34737-processed-gene-0_4-mRNA-1	NFZgenbank|011722|rna21702	PLP|018186|maker-PLPv12scf15-pred_gff_Genewise-gene-1_239-mRNA-1	astyanax|022899|ENSAMXP00000026868_1	austrofundulus|003316|XM_014003174_1	cyprinodon|016879|XM_015396225_1	fundulus|006209|XM_012855244_2	gadus|002219|ENSGMOP00000002434_1	kryptolebias|008371|XM_017417969_2	medaka|005222|ENSORLP00000007132_1	poecilia|023214|ENSPFOP00000020008_1	spotted_gar|018113|ENSLOCP00000022255_1	stickleback|015759|ENSGACP00000027289_2	takifugu|016954|ENSTRUP00000043824_1	tetraodon|004389|ENSTNIP00000012878_1	tilapia|021336|ENSONIP00000026663_1	xmac|019856|ENSXMAP00000019932_1	zebrafish|017387|ENSDARP00000130609_1
Group_6167_0	hypk	huntingtin interacting protein K	AAU|023716|maker-AAUscf245-pred_gff_Genewise-gene-0_44-mRNA-1	CTO|011583|maker-CTOv12scf317-augustus-gene-0_76-mRNA-1	NOR|027399|evm-NORv12scf34670-processed-gene-0_91-mRNA-1	NFZgenbank|008194|rna15141	PLP|013253|maker-PLPv12scf53-pred_gff_Genewise-gene-2_63-mRNA-1	astyanax|011141|ENSAMXP00000011449_1	austrofundulus|013704|XM_014021422_1	cyprinodon|010425|XM_015384802_1	fundulus|022136|XM_012880768_2	gadus|003415|ENSGMOP00000003724_1	kryptolebias|017088|XM_017435005_2	medaka|018860|ENSORLP00000024792_1	poecilia|012125|ENSPFOP00000011209_2	spotted_gar|014122|ENSLOCP00000017434_1	stickleback|017090|ENSGACP00000023024_1	takifugu|014304|ENSTRUP00000036921_1	tetraodon|011570|ENSTNIP00000021961_1	tilapia|006980|ENSONIP00000008809_1	xmac|018112|ENSXMAP00000018175_1	zebrafish|014719|ENSDARP00000077781_3
Group_6169_0	ttc17	tetratricopeptide repeat domain 17	AAU|022404|maker-AAUscf33-pred_gff_Genewise-gene-1_60-mRNA-1	CTO|002538|evm-CTOv12scf477-processed-gene-0_29-mRNA-1	NOR|015160|evm-NORv12scf568-processed-gene-0_50-mRNA-1	NFZgenbank|009551|rna17624	PLP|020382|maker-PLPv12scf35-pred_gff_Genewise-gene-0_59-mRNA-1	astyanax|011174|ENSAMXP00000011505_1	austrofundulus|011104|XM_014016988_1	cyprinodon|017676|XM_015397572_1	fundulus|000529|XM_012854225_2	gadus|013799|ENSGMOP00000015197_1	kryptolebias|006480|XM_017414300_2	medaka|000917|ENSORLP00000001278_1	poecilia|006819|ENSPFOP00000019450_2	spotted_gar|001154|ENSLOCP00000001325_1	stickleback|016789|ENSGACP00000022640_1	takifugu|016137|ENSTRUP00000041629_1	tetraodon|010927|ENSTNIP00000012473_1	tilapia|005880|ENSONIP00000007410_1	xmac|011820|ENSXMAP00000011895_1	zebrafish|002820|ENSDARP00000065863_4
Group_616_0	ccna1	cyclin A1 [Source:ZFIN%3BAcc:ZDB-GENE-040311-2]	AAU|013283|maker-AAUscf620-pred_gff_Genewise-gene-0_20-mRNA-1	CTO|025626|maker-CTOv12scf606-pred_gff_Genewise-gene-0_31-mRNA-1	NOR|031130|SplitChimeric_8_evm-NORv12scf34706-processed-gene-1_82-mRNA-1	NFZgenbank|012179|rna22546	PLP|003890|maker-PLPv12scf113-augustus-gene-0_257-mRNA-1	astyanax|016061|ENSAMXP00000016586_1	austrofundulus|003393|XM_014003301_1	cyprinodon|007846|XM_015380072_1	fundulus|020882|XM_012878697_2	gadus|005962|ENSGMOP00000006519_1	kryptolebias|008452|XM_017418011_2	medaka|003550|ENSORLP00000004833_1	poecilia|021069|ENSPFOP00000015694_2	spotted_gar|008443|ENSLOCP00000010290_1	stickleback|020387|ENSGACP00000027180_1	takifugu|000775|ENSTRUP00000001878_1	tetraodon|003379|ENSTNIP00000012813_1	tilapia|012612|ENSONIP00000015895_1	xmac|008550|ENSXMAP00000008580_1	zebrafish|012939|ENSDARP00000020968_6
Group_616_1	ccna2	cyclin A2%2C transcript variant X1	AAU|014684|maker-AAUscf368-pred_gff_Genewise-gene-0_21-mRNA-1	CTO|028860|SplitChimeric_689_augustus_masked-CTOv12scf155-processed-gene-0_55-mRNA-1	NOR|030807|SplitChimeric_1_evm-NORv12scf34419-processed-gene-0_57-mRNA-1	NFZgenbank|000654|rna1237	PLP|006403|maker-PLPv12scf8-pred_gff_Genewise-gene-4_100-mRNA-1	astyanax|013073|ENSAMXP00000013452_1	austrofundulus|013004|XM_014020253_1	cyprinodon|008779|XM_015381805_1	fundulus|016274|XM_021320638_1	gadus|012354|ENSGMOP00000013602_1	kryptolebias|008095|XM_017417412_2	medaka|018954|ENSORLP00000024918_1	poecilia|005841|ENSPFOP00000018546_1	spotted_gar|002972|ENSLOCP00000003518_1	stickleback|016290|ENSGACP00000022010_1	takifugu|006992|ENSTRUP00000017356_1	tetraodon|000261|ENSTNIP00000016027_1	tilapia|001338|ENSONIP00000001689_1	xmac|002051|ENSXMAP00000002060_1	zebrafish|002473|ENSDARP00000029094_6
Group_616_4	ccnb1	cyclin B1 [Source:ZFIN%3BAcc:ZDB-GENE-000406-10]	AAU|017663|maker-AAUscf15-pred_gff_Genewise-gene-3_72-mRNA-1	CTO|008368|evm-CTOv12scf226-processed-gene-0_110-mRNA-1	NOR|003999|maker-NORv12scf206-augustus-gene-1_33-mRNA-1	NFZgenbank|002564|rna4748	PLP|002732|maker-PLPv12scf129-pred_gff_Genewise-gene-0_167-mRNA-1	astyanax|011937|ENSAMXP00000012277_1	austrofundulus|019906|XM_014031172_1	cyprinodon|004070|XM_015373166_1	fundulus|007931|XM_021313661_1	gadus|009913|ENSGMOP00000010921_1	kryptolebias|018921|XM_017438563_2	medaka|012860|ENSORLP00000017132_1	poecilia|000305|ENSPFOP00000018031_1	spotted_gar|010462|ENSLOCP00000012862_1	stickleback|017719|ENSGACP00000023800_1	takifugu|011147|ENSTRUP00000028423_1	tetraodon|011590|ENSTNIP00000007880_1	tilapia|012825|ENSONIP00000016161_1	xmac|008570|ENSXMAP00000008605_1	zebrafish|011377|ENSDARP00000063356_4
Group_6170_0	dimt1l	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae) [Source:ZFIN%3BAcc:ZDB-GENE-040801-75]	AAU|005482|evm-AAUscf40-processed-gene-2_217-mRNA-1	CTO|024063|maker-CTOv12scf315-pred_gff_Genewise-gene-0_135-mRNA-1	NOR|028520|maker-NORv12scf34391-augustus-gene-0_26-mRNA-1	NFZgenbank|017888|rna33196	PLP|018498|maker-PLPv12scf40-pred_gff_Genewise-gene-1_299-mRNA-1	astyanax|011186|ENSAMXP00000011490_1	austrofundulus|006179|XM_014008420_1	cyprinodon|017202|XM_015396733_1	fundulus|010793|XM_012861369_2	gadus|010487|ENSGMOP00000011561_1	kryptolebias|006159|XM_017413884_2	medaka|008481|ENSORLP00000011442_1	poecilia|014052|ENSPFOP00000017862_2	spotted_gar|007826|ENSLOCP00000009514_1	stickleback|019485|ENSGACP00000013155_2	takifugu|008793|ENSTRUP00000022331_1	tetraodon|002469|ENSTNIP00000018484_1	tilapia|013736|ENSONIP00000017299_1	xmac|007128|ENSXMAP00000007175_1	zebrafish|011512|ENSDARP00000050227_4
Group_6171_0	nars2	asparaginyl-tRNA synthetase 2%2C mitochondrial (putative)	AAU|029680|SplitChimeric_2850_evm-AAUscf6-processed-gene-1_66-mRNA-1	CTO|000547|CTOv12scf180-frag-merged-region10-clust0-mRNA-1	NOR|016137|maker-NORv12scf34690-pred_gff_Genewise-gene-0_140-mRNA-1	NFZgenbank|006799|rna12512	PLP|011426|maker-PLPv12scf17-pred_gff_Genewise-gene-4_176-mRNA-1	astyanax|010086|ENSAMXP00000010357_1	austrofundulus|008697|XM_014012778_1	cyprinodon|012488|XM_015388536_1	fundulus|018900|XM_012875254_2	gadus|002586|ENSGMOP00000002831_1	kryptolebias|007489|XM_017416450_2	medaka|002538|ENSORLP00000003466_1	poecilia|004971|ENSPFOP00000004008_1	spotted_gar|005764|ENSLOCP00000006981_1	stickleback|011615|ENSGACP00000016030_1	takifugu|013431|ENSTRUP00000034599_1	tetraodon|003364|ENSTNIP00000022232_1	tilapia|005712|ENSONIP00000007204_1	xmac|015418|ENSXMAP00000015495_1	zebrafish|005942|ENSDARP00000132844_1
Group_6172_0	dars	aspartyl-tRNA synthetase	AAU|000835|AAUscf27-frag-merged-region10-clust0-mRNA-1	CTO|019342|maker-CTOv12scf74-pred_gff_Genewise-gene-1_235-mRNA-1	NOR|002446|evm-NORv12scf530-processed-gene-0_21-mRNA-1	NFZgenbank|014894|rna27635	PLP|000653|PLPv12scf2-frag-merged-region107-clust0-mRNA-1	astyanax|017796|ENSAMXP00000018338_1	austrofundulus|012912|XM_014020097_1	cyprinodon|019420|XM_015400452_1	fundulus|000548|XM_012854555_2	gadus|009311|ENSGMOP00000010252_1	kryptolebias|009690|XM_017420750_2	medaka|019323|ENSORLP00000025398_1	poecilia|007793|ENSPFOP00000010407_1	spotted_gar|000898|ENSLOCP00000001027_1	stickleback|006843|ENSGACP00000009638_1	takifugu|008936|ENSTRUP00000022704_1	tetraodon|013738|ENSTNIP00000013920_1	tilapia|004397|ENSONIP00000005543_1	xmac|003651|ENSXMAP00000003690_1	zebrafish|002011|ENSDARP00000093249_3
Group_6175_0	vgll2b	vestigial-like family member 2b [Source:ZFIN%3BAcc:ZDB-GENE-050809-113]	AAU|012311|maker-AAUscf54-pred_gff_Genewise-gene-0_106-mRNA-1	CTO|024531|maker-CTOv12scf62-pred_gff_Genewise-gene-1_252-mRNA-1	NOR|010243|maker-NORv12scf484-pred_gff_Genewise-gene-0_124-mRNA-1	NFZgenbank|016504|rna30623	PLP|006007|maker-PLPv12scf128-pred_gff_Genewise-gene-0_39-mRNA-1	astyanax|010151|ENSAMXP00000010428_1	austrofundulus|001027|XM_014015438_1	cyprinodon|007823|XM_015379989_1	fundulus|012664|XM_012864581_2	gadus|018288|ENSGMOP00000020185_1	kryptolebias|000732|XM_017411031_2	medaka|011719|ENSORLP00000015665_1	poecilia|015289|ENSPFOP00000004409_2	spotted_gar|005340|ENSLOCP00000006442_1	stickleback|009223|ENSGACP00000012685_1	takifugu|011925|ENSTRUP00000030470_1	tetraodon|006655|ENSTNIP00000020400_1	tilapia|003481|ENSONIP00000004388_1	xmac|013230|ENSXMAP00000013275_1	zebrafish|019219|ENSDARP00000052445_4
Group_6176_0	vgll3	vestigial like family member 3%2C transcript variant X1	AAU|015602|maker-AAUscf239-pred_gff_Genewise-gene-0_87-mRNA-1	CTO|019281|maker-CTOv12scf74-augustus-gene-0_134-mRNA-1	NOR|014482|evm-NORv12scf34619-processed-gene-0_13-mRNA-1	NFZgenbank|014217|rna26394	PLP|010773|maker-PLPv12scf2-pred_gff_Genewise-gene-5_130-mRNA-1	astyanax|017359|ENSAMXP00000017866_1	austrofundulus|007983|XM_014011513_1	cyprinodon|009883|XM_015383819_1	fundulus|002857|XM_012850121_2	gadus|000435|ENSGMOP00000000452_1	kryptolebias|011354|XM_017423821_2	medaka|015059|ENSORLP00000019888_1	poecilia|002855|ENSPFOP00000004891_2	spotted_gar|010527|ENSLOCP00000012933_1	stickleback|006397|ENSGACP00000008843_1	takifugu|004122|ENSTRUP00000009889_1	tetraodon|013636|ENSTNIP00000000156_1	tilapia|004263|ENSONIP00000005373_1	xmac|016289|ENSXMAP00000016340_1	zebrafish|024527|ENSDARP00000090213_3
Group_6177_0	ctr9	CTR9 homolog%2C Paf1/RNA polymerase II complex component	AAU|007679|evm-AAUscf24-processed-gene-2_87-mRNA-1	CTO|023181|maker-CTOv12scf43-augustus-gene-2_140-mRNA-1	NOR|021188|evm-NORv12scf566-processed-gene-0_97-mRNA-1	NFZgenbank|007762|rna14320	PLP|004884|maker-PLPv12scf18-pred_gff_Genewise-gene-5_183-mRNA-1	astyanax|010162|ENSAMXP00000010458_1	austrofundulus|001686|XM_014026933_1	cyprinodon|009663|XM_015383462_1	fundulus|017573|XM_021321761_1	gadus|001971|ENSGMOP00000002199_1	kryptolebias|002080|XM_017442030_2	medaka|014676|ENSORLP00000009105_2	poecilia|015467|ENSPFOP00000011720_2	spotted_gar|003886|ENSLOCP00000004649_1	stickleback|015282|ENSGACP00000020719_1	takifugu|017297|ENSTRUP00000044726_1	tetraodon|006943|ENSTNIP00000012232_1	tilapia|006013|ENSONIP00000007581_1	xmac|009267|ENSXMAP00000009316_1	zebrafish|017667|ENSDARP00000016047_7
Group_6178_0	neil3	nei like DNA glycosylase 3%2C transcript variant X1	AAU|029964|SplitChimeric_305_evm-AAUscf46-processed-gene-2_33-mRNA-1	CTO|000492|CTOv12scf17-frag-merged-region34-clust0-mRNA-1	NOR|031338|SplitChimeric_305_evm-NORv12scf34507-processed-gene-0_60-mRNA-1	NFZgenbank|000632|rna1185	PLP|006333|maker-PLPv12scf8-pred_gff_Genewise-gene-5_49-mRNA-1	astyanax|015365|ENSAMXP00000015818_1	austrofundulus|002644|XM_014001976_1	cyprinodon|010988|XM_015385829_1	fundulus|019904|XM_021323764_1	gadus|016420|ENSGMOP00000018119_1	kryptolebias|008114|XM_017417525_2	medaka|019195|ENSORLP00000025238_1	poecilia|010461|ENSPFOP00000018976_2	spotted_gar|013608|ENSLOCP00000016819_1	stickleback|016160|ENSGACP00000021851_1	takifugu|015733|ENSTRUP00000040590_1	tetraodon|000246|ENSTNIP00000016012_1	tilapia|001176|ENSONIP00000001487_1	xmac|002229|ENSXMAP00000002237_1	zebrafish|012356|ENSDARP00000109273_3
Group_6179_0	ttc22	tetratricopeptide repeat domain 22	AAU|021195|maker-AAUscf12-pred_gff_Genewise-gene-1_60-mRNA-1	CTO|008477|maker-CTOv12scf36-pred_gff_Genewise-gene-1_193-mRNA-1	NOR|007946|evm-NORv12scf441-processed-gene-2_32-mRNA-1	NFZgenbank|017021|rna31556	PLP|017042|maker-PLPv12scf9-pred_gff_Genewise-gene-4_160-mRNA-1	astyanax|010184|ENSAMXP00000010456_1	austrofundulus|009552|XM_014014300_1	cyprinodon|007063|XM_015378653_1	fundulus|020559|XM_012878035_2	gadus|009141|ENSGMOP00000010061_1	kryptolebias|009640|XM_017420424_2	medaka|009241|ENSORLP00000012442_1	poecilia|013023|ENSPFOP00000010450_2	spotted_gar|008672|ENSLOCP00000010568_1	stickleback|006902|ENSGACP00000009543_1	takifugu|018396|ENSTRUP00000047525_1	tetraodon|013682|ENSTNIP00000021277_1	tilapia|011909|ENSONIP00000015012_1	xmac|002250|ENSXMAP00000002257_1	zebrafish|005218|ENSDARP00000097597_2
Group_6180_0	ssr2	signal sequence receptor%2C beta (translocon-associated protein beta)	AAU|002374|maker-AAUscf20-pred_gff_Genewise-gene-1_102-mRNA-1	CTO|006644|maker-CTOv12scf762-pred_gff_Genewise-gene-0_0-mRNA-1	NOR|021765|maker-NORv12scf34693-pred_gff_Genewise-gene-0_274-mRNA-1	NFZgenbank|009182|rna16918	PLP|020840|maker-PLPv12scf91-pred_gff_Genewise-gene-0_81-mRNA-1	astyanax|010200|ENSAMXP00000010473_1	austrofundulus|017809|XM_014027843_1	cyprinodon|017882|XM_015397916_1	fundulus|005156|XM_012853697_2	gadus|008609|ENSGMOP00000009479_1	kryptolebias|018330|XM_017437455_2	medaka|007535|ENSORLP00000010169_1	poecilia|000255|ENSPFOP00000016608_2	spotted_gar|007283|ENSLOCP00000008833_1	stickleback|001258|ENSGACP00000001699_1	takifugu|014271|ENSTRUP00000036825_1	tetraodon|016790|ENSTNIP00000006035_1	tilapia|015914|ENSONIP00000020068_1	xmac|008543|ENSXMAP00000008568_1	zebrafish|010082|ENSDARP00000133134_1
