Group_112_1	XM_015946039	rna7423	frmd7	XP_015801525.1
Group_6960_0	XM_015967847	rna2563	nsmce1	XP_015823333.1
Group_99_5	XM_015967879	rna2559	LOC107390881	XP_015823365.1
Group_391_0	XM_015967891	rna2558	LOC107390888	XP_015823377.1
Group_2186_0	XM_015968057	rna2539	tdrd7	XP_015823543.1
Group_3573_0	XM_015968069	rna2538	LOC107391030	XP_015823555.1
Group_1096_1	XM_015968123	rna2531	sgcz	XP_015823609.1
Group_14_43	XM_015968174	rna2527	LOC107391098	XP_015823660.1
Group_1170_0	XM_015969097	rna2510	cacng1	XP_015824583.1
Group_392_4	XM_015969066	rna2509	cacng4	XP_015824552.1
Group_1104_3	XM_015969074	rna2508	LOC107391664	XP_015824560.1
Group_3261_0	XM_015969026	rna2506	LOC107391632	XP_015824512.1
Group_2056_0	XM_015968857	rna2501	bptf	XP_015824343.1
Group_9164_0	XM_015968974	rna2484	LOC107391609	XP_015824460.1
Group_0_164	XM_015968265	rna2470	znf490	XP_015823751.1
Group_6085_0	XM_015968318	rna2465	wdr83os	XP_015823804.1
Group_2223_0	XM_015940665	rna38235	adck5	XP_015796151.1
Group_25_19	XM_015976001	rna36654	LOC107396336	XP_015831487.1
Group_111_19	XM_015955644	rna16778	LOC107383169	XP_015811130.1
Group_6186_1	XM_015941776	rna39514	ndufs6	XP_015797262.1
Group_4968_0	XM_015955652	rna16793	nsun2	XP_015811138.1
Group_150_9	XM_015955655	rna16796	LOC107383184	XP_015811141.1
Group_472_3	XM_015974689	rna35324	LOC107395327	XP_015830175.1
Group_6367_0	XM_015942340	rna40151	rpa3	XP_015797826.1
Group_5424_0	XM_015955745	rna16888	tac1	XP_015811231.1
Group_84_11	XM_015955789	rna16929	LOC107383264	XP_015811275.1
Group_1619_0	XM_015955816	rna16951	gpnmb	XP_015811302.1
Group_1193_6	XM_015955860	rna17002	LOC107383314	XP_015811346.1
Group_7934_0	XM_015955887	rna17034	smim12	XP_015811373.1
Group_7778_0	XM_015956394	rna17043	LOC107383629	XP_015811880.1
Group_55_43	XM_015955933	rna17074	hoxa1	XP_015811419.1
Group_191_11	XM_015955934	rna17084	hoxa10	XP_015811420.1
Group_779_4	XM_015955941	rna17091	LOC107383378	XP_015811427.1
Group_159_11	XM_015955943	rna17096	tril	XP_015811429.1
Group_449_1	XM_015955952	rna17102	rims3	XP_015811438.1
Group_5594_0	XM_015955957	rna17106	trappc3	XP_015811443.1
Group_5_15	XM_015955982	rna17140	col16a1	XP_015811468.1
Group_5_34	XM_015955985	rna17143	col9a2	XP_015811471.1
Group_28_2	XM_015955986	rna17144	LOC107383398	XP_015811472.1
Group_1404_2	XM_015956516	rna17202	nmnat2	XP_015812002.1
Group_6595_0	XM_015956025	rna17300	lactb2	XP_015811511.1
Group_4671_0	XM_015956067	rna17357	pold3	XP_015811553.1
Group_340_4	XM_015956068	rna17358	LOC107383449	XP_015811554.1
Group_3347_1	XM_015974626	rna35254	LOC107395270	XP_015830112.1
Group_88_28	XM_015956071	rna17361	LOC107383451	XP_015811557.1
Group_2812_1	XM_015956073	rna17363	LOC107383454	XP_015811559.1
Group_4289_0	XM_015956076	rna17369	lig1	XP_015811562.1
Group_2397_1	XM_015956194	rna17468	fam73a	XP_015811680.1
Group_114_18	XM_015956196	rna17482	dnajb4	XP_015811682.1
Group_1586_2	XM_015956197	rna17483	gipc2	XP_015811683.1
Group_1247_8	XM_015956199	rna17485	btf3l4	XP_015811685.1
Group_205_5	XM_015956271	rna17550	lrrc30	XP_015811757.1
Group_119_12	XM_015956283	rna17561	LOC107383560	XP_015811769.1
Group_5_4	XM_015956284	rna17562	LOC107383561	XP_015811770.1
Group_50_26	XM_015956359	rna17643	klf2	XP_015811845.1
Group_389_9	XM_015956360	rna17644	ap1m1	XP_015811846.1
Group_5361_0	XM_015956372	rna17655	sec62	XP_015811858.1
Group_2292_0	XM_015956373	rna17656	samd7	XP_015811859.1
Group_1201_0	XM_015956375	rna17658	LOC107383615	XP_015811861.1
Group_43_0	XM_015956567	rna17693	LOC107383776	XP_015812053.1
Group_243_3	XM_015956622	rna17749	b4galt2	XP_015812108.1
Group_5574_0	XM_015956626	rna17753	atp6v0b	XP_015812112.1
Group_23_13	XM_015956627	rna17754	LOC107383818	XP_015812113.1
Group_1461_2	XM_015956657	rna17783	cables1	XP_015812143.1
Group_359_7	XM_015956658	rna17784	gata6	XP_015812144.1
Group_2758_0	XM_015956664	rna17790	abhd3	XP_015812150.1
Group_6328_0	XM_015956674	rna17800	thoc1	XP_015812160.1
Group_96_9	XM_015956677	rna17804	pth1r	XP_015812163.1
Group_5779_0	XM_015956688	rna17815	jmjd4	XP_015812174.1
Group_94_22	XM_015956692	rna17818	wnt3a	XP_015812178.1
Group_45_0	XM_015956711	rna17836	LOC107383866	XP_015812197.1
Group_1448_3	XM_015956712	rna17837	asb10	XP_015812198.1
Group_2755_0	XM_015956715	rna17839	gbx1	XP_015812201.1
Group_4477_0	XM_015956723	rna17846	rb1cc1	XP_015812209.1
Group_534_0	XM_015956738	rna17862	snai2	XP_015812224.1
Group_1121_2	XM_015956739	rna17863	ube2v2	XP_015812225.1
Group_5802_0	XM_015956742	rna17867	spidr	XP_015812228.1
Group_7858_0	XM_015956756	rna17879	ccdc178	XP_015812242.1
Group_6_28	XM_015956757	rna17880	klhl14	XP_015812243.1
Group_727_0	XM_015956765	rna17889	LOC107383889	XP_015812251.1
Group_7159_0	XM_015956768	rna17891	efcab14	XP_015812254.1
Group_4054_0	XM_015956794	rna17915	wrnip1	XP_015812280.1
Group_13_54	XM_015956796	rna17916	LOC107383904	XP_015812282.1
Group_424_4	XM_015956815	rna17936	tns3	XP_015812301.1
Group_78_28	XM_015956828	rna17947	LOC107383927	XP_015812314.1
Group_40_18	XM_015956824	rna17948	LOC107383924	XP_015812310.1
Group_2104_1	XM_015956967	rna18092	ptch2	XP_015812453.1
Group_17_21	XM_015956969	rna18093	kif2c	XP_015812455.1
Group_2178_0	XM_015956976	rna18100	LOC107383998	XP_015812462.1
Group_7781_0	XM_015957734	rna18101	LOC107384455	XP_015813220.1
Group_287_0	XM_015956977	rna18102	LOC107384000	XP_015812463.1
Group_5_47	XM_015956984	rna18126	LOC107384005	XP_015812470.1
Group_2656_1	XM_015957005	rna18128	LOC107384014	XP_015812491.1
Group_68_9	XM_015957012	rna18134	LOC107384019	XP_015812498.1
Group_481_1	XM_015957713	rna18216	vwa5b2	XP_015813199.1
Group_75_14	XM_015957094	rna18222	capn10	XP_015812580.1
Group_522_2	XM_015957101	rna18228	LOC107384072	XP_015812587.1
Group_1579_1	XM_015957168	rna18290	pcyt1a	XP_015812654.1
Group_749_6	XM_015957203	rna18324	LOC107384128	XP_015812689.1
Group_1271_2	XM_015957202	rna18325	LOC107384127	XP_015812688.1
Group_7_32	XM_015957738	rna18327	LOC107384460	XP_015813224.1
Group_249_6	XM_015957205	rna18328	LOC107384131	XP_015812691.1
Group_722_4	XM_015957206	rna18329	LOC107384132	XP_015812692.1
Group_1889_0	XM_015957217	rna18332	LOC107384135	XP_015812703.1
Group_51_27	XM_015957219	rna18340	LOC107384138	XP_015812705.1
Group_3_112	XM_015957271	rna18390	rab2a	XP_015812757.1
Group_156_10	XM_015957273	rna18394	ca8	XP_015812759.1
Group_87_13	XM_015957740	rna18421	LOC107384462	XP_015813226.1
Group_948_0	XM_015957326	rna18453	zswim5	XP_015812812.1
Group_6435_0	XM_015957330	rna18457	toe1	XP_015812816.1
Group_6755_0	XM_015957341	rna18466	tyw3	XP_015812827.1
Group_50_23	XM_015957344	rna18468	klf18	XP_015812830.1
Group_27_49	XM_015957345	rna18469	slc6a9	XP_015812831.1
Group_2589_1	XM_015957346	rna18470	LOC107384220	XP_015812832.1
Group_595_0	XM_015957360	rna18486	LOC107384230	XP_015812846.1
Group_5702_0	XM_015957464	rna18592	catip	XP_015812950.1
Group_8653_0	XM_015957743	rna18601	LOC107384469	XP_015813229.1
Group_8_73	XM_015957475	rna18604	pcdh8	XP_015812961.1
Group_1802_0	XM_015957476	rna18605	lect1	XP_015812962.1
Group_502_4	XM_015957636	rna18765	c8b	XP_015813122.1
Group_7927_0	XM_015957727	rna18767	LOC107384446	XP_015813213.1
Group_2607_1	XM_015949422	rna10593	LOC107378930	XP_015804908.1
Group_585_4	XM_015957682	rna18813	LOC107384414	XP_015813168.1
Group_5685_0	XM_015974572	rna35201	cdc73	XP_015830058.1
Group_5532_0	XM_015944008	rna5126	mad2l1bp	XP_015799494.1
Group_381_1	XM_015944006	rna5128	flrt3	XP_015799492.1
Group_568_1	XM_015943996	rna5138	btbd3	XP_015799482.1
Group_8748_0	XM_015943995	rna5139	LOC107375453	XP_015799481.1
Group_62_10	XM_015943994	rna5141	jag1	XP_015799480.1
Group_7421_0	XM_015943992	rna5143	mkks	XP_015799478.1
Group_8191_0	XM_015943940	rna5197	map10	XP_015799426.1
Group_4850_0	XM_015943938	rna5198	ntpcr	XP_015799424.1
Group_2356_0	XM_015943913	rna5221	srf	XP_015799399.1
Group_3013_0	XM_015943912	rna5223	fam160b1	XP_015799398.1
Group_26_20	XM_015944012	rna5238	LOC107375466	XP_015799498.1
Group_2_85	XM_015943898	rna5240	habp2	XP_015799384.1
Group_5656_0	XM_015967393	rna28288	eif3l	XP_015822879.1
Group_6777_0	XM_015943880	rna5261	dact2	XP_015799366.1
Group_2896_0	XM_015943835	rna5298	LOC107375363	XP_015799321.1
Group_6719_0	XM_015944134	rna5312	fam204a	XP_015799620.1
Group_664_2	XM_015944133	rna5313	rab11fip2	XP_015799619.1
Group_7387_0	XM_015944129	rna5318	fam45a	XP_015799615.1
Group_599_0	XM_015944130	rna5320	sfxn4	XP_015799616.1
Group_1027_4	XM_015944125	rna5321	prdx3	XP_015799611.1
Group_942_0	XM_015944124	rna5322	tm9sf3	XP_015799610.1
Group_6740_0	XM_015944121	rna5324	mocos	XP_015799607.1
Group_4111_0	XM_015944112	rna5337	ttl	XP_015799598.1
Group_65_4	XM_015944018	rna5339	LOC107375473	XP_015799504.1
Group_2144_0	XM_015944104	rna5348	plekhh2	XP_015799590.1
Group_7437_0	XM_015944013	rna5408	kcnk18	XP_015799499.1
Group_97_14	XM_015944019	rna5425	ltbp1	XP_015799505.1
Group_717_1	XM_015972428	rna32522	nr5a1	XP_015827914.1
Group_8548_0	XM_015944533	rna5803	LOC107375776	XP_015800019.1
Group_6329_0	XM_015944510	rna5781	psap	XP_015799996.1
Group_7823_0	XM_015944495	rna5773	oit3	XP_015799981.1
Group_2670_1	XM_015944477	rna5745	LOC107375753	XP_015799963.1
Group_152_13	XM_015977108	rna37813	kcnk1	XP_015832594.1
Group_2045_1	XM_015975105	rna35768	fam135a	XP_015830591.1
Group_6033_0	XM_015944437	rna5710	lmbrd1	XP_015799923.1
Group_553_5	XM_015944173	rna5708	adgrb3	XP_015799659.1
Group_1067_0	XM_015974644	rna35275	LOC107395291	XP_015830130.1
Group_3_53	XM_015944427	rna5694	rab23	XP_015799913.1
Group_6405_0	XM_015944426	rna5693	bag2	XP_015799912.1
Group_3989_0	XM_015944424	rna5691	znf451	XP_015799910.1
Group_97_22	XM_015944412	rna5679	efemp1	XP_015799898.1
Group_5655_0	XM_015944405	rna5677	xpo5	XP_015799891.1
Group_42_25	XM_015944402	rna5668	LOC107375715	XP_015799888.1
Group_1312_1	XM_015944383	rna5648	stox1	XP_015799869.1
Group_1553_1	XM_015944372	rna5638	tet1	XP_015799858.1
Group_204_10	XM_015944370	rna5636	slc25a16	XP_015799856.1
Group_965_1	XM_015944355	rna5622	LOC107375692	XP_015799841.1
Group_7495_0	XM_015944354	rna5621	marveld1	XP_015799840.1
Group_1344_0	XM_015944346	rna5613	golga7b	XP_015799832.1
Group_2333_1	XM_015944345	rna5612	crtac1	XP_015799831.1
Group_1823_0	XM_015944341	rna5608	slc25a28	XP_015799827.1
Group_6984_0	XM_015944316	rna5588	LOC107375664	XP_015799802.1
Group_8129_0	XM_015944250	rna5518	LOC107375626	XP_015799736.1
Group_103_15	XM_015944204	rna5473	bmp5	XP_015799690.1
Group_2381_1	XM_015944203	rna5472	LOC107375607	XP_015799689.1
Group_492_2	XM_015976377	rna37045	lrrc1	XP_015831863.1
Group_2548_0	XM_015976385	rna37044	LOC107396610	XP_015831871.1
Group_5079_1	XM_015976375	rna37038	fbxo9	XP_015831861.1
Group_28_5	XM_015975343	rna36010	angpt2	XP_015830829.1
Group_199_13	XM_015944199	rna5469	LOC107375604	XP_015799685.1
Group_2151_0	XM_015944196	rna5466	adk	XP_015799682.1
Group_1601_0	XM_015944181	rna5455	LOC107375593	XP_015799667.1
Group_2216_0	XM_015944184	rna5454	LOC107375596	XP_015799670.1
Group_7867_0	XM_015944179	rna5450	znf511	XP_015799665.1
Group_348_1	XM_015944177	rna5448	myof	XP_015799663.1
Group_1642_0	XM_015944599	rna5861	LOC107375833	XP_015800085.1
Group_2970_1	XM_015944610	rna5870	hint1	XP_015800096.1
Group_4481_0	XM_015944617	rna5876	lrpprc	XP_015800103.1
Group_220_6	XM_015944619	rna5879	ppm1b	XP_015800105.1
Group_5322_0	XM_015944622	rna5880	slc3a1	XP_015800108.1
Group_284_3	XM_015944623	rna5884	six3	XP_015800109.1
Group_1567_2	XM_015944634	rna5893	ppp4r3b	XP_015800120.1
Group_1567_0	XM_015944635	rna5894	pnpt1	XP_015800121.1
Group_164_16	XM_015944673	rna5930	kcnh1	XP_015800159.1
Group_8000_0	XM_015944677	rna5932	mrpl57	XP_015800163.1
Group_2478_0	XM_015944679	rna5934	LOC107375870	XP_015800165.1
Group_2379_0	XM_015944678	rna5935	LOC107375869	XP_015800164.1
Group_54_34	XM_015944749	rna6009	LOC107375922	XP_015800235.1
Group_8820_0	XM_015944773	rna6034	LOC107375935	XP_015800259.1
Group_2022_1	XM_015944798	rna6059	bicc1	XP_015800284.1
Group_1048_3	XM_015944800	rna6062	LOC107375952	XP_015800286.1
Group_22_35	XM_015944807	rna6069	LOC107375957	XP_015800293.1
Group_4652_0	XM_015944810	rna6070	ubac2	XP_015800296.1
Group_8194_0	XM_015944816	rna6073	mzt1	XP_015800302.1
Group_5570_0	XM_015944815	rna6074	bora	XP_015800301.1
Group_1433_1	XM_015944813	rna6075	dis3	XP_015800299.1
Group_3828_0	XM_015944814	rna6076	pibf1	XP_015800300.1
Group_5919_0	XM_015944819	rna6078	pgbd5	XP_015800305.1
Group_1092_3	XM_015944820	rna6079	LOC107375968	XP_015800306.1
Group_6014_0	XM_015944821	rna6080	cog2	XP_015800307.1
Group_98_23	XM_015944822	rna6081	agt	XP_015800308.1
Group_3411_0	XM_015944823	rna6082	LOC107375971	XP_015800309.1
Group_3005_1	XM_015944824	rna6083	LOC107375972	XP_015800310.1
Group_130_15	XM_015944825	rna6085	LOC107375974	XP_015800311.1
Group_185_9	XM_015945039	rna6091	nkx1-2	XP_015800525.1
Group_2743_1	XM_015944832	rna6092	LOC107375979	XP_015800318.1
Group_6976_0	XM_015944833	rna6093	mettl10	XP_015800319.1
Group_2192_0	XM_015944834	rna6096	LOC107375981	XP_015800320.1
Group_4914_0	XM_015944847	rna6107	edrf1	XP_015800333.1
Group_116_2	XM_015944849	rna6109	dhx32	XP_015800335.1
Group_168_12	XM_015944850	rna6110	adam12	XP_015800336.1
Group_8123_0	XM_015944556	rna6112	LOC107375804	XP_015800042.1
Group_3053_1	XM_015944854	rna6114	fam196a	XP_015800340.1
Group_8014_0	XM_015944861	rna6120	LOC107375997	XP_015800347.1
Group_525_1	XM_015944874	rna6132	ppp2r2d	XP_015800360.1
Group_19_8	XM_015974881	rna35521	LOC107395486	XP_015830367.1
Group_5239_1	XM_015974880	rna35522	smndc1	XP_015830366.1
Group_782_3	XM_015974879	rna35523	LOC107395484	XP_015830365.1
Group_944_3	XM_015974878	rna35524	LOC107395483	XP_015830364.1
Group_266_5	XM_015944880	rna6138	LOC107376007	XP_015800366.1
Group_924_3	XM_015944876	rna6134	LOC107376004	XP_015800362.1
Group_919_2	XM_015944883	rna6142	sh3pxd2a	XP_015800369.1
Group_3551_0	XM_015944893	rna6150	cfap43	XP_015800379.1
Group_3038_1	XM_015944894	rna6152	itprip	XP_015800380.1
Group_1041_1	XM_015944898	rna6155	gtpbp2	XP_015800384.1
Group_95_12	XM_015944904	rna6160	LOC107376022	XP_015800390.1
Group_2180_0	XM_015944905	rna6161	plek	XP_015800391.1
Group_1834_1	XM_015944908	rna6166	dkk1	XP_015800394.1
Group_2046_1	XM_015944915	rna6172	LOC107376031	XP_015800401.1
Group_1714_5	XM_015944917	rna6174	LOC107376033	XP_015800403.1
Group_2472_1	XM_015944930	rna6185	LOC107376041	XP_015800416.1
Group_1158_3	XM_015969914	rna30665	znf503	XP_015825400.1
Group_30_10	XM_015944975	rna6227	LOC107376048	XP_015800461.1
Group_3116_0	XM_015944976	rna6229	LOC107376049	XP_015800462.1
Group_2815_0	XM_015944997	rna6244	LOC107376059	XP_015800483.1
Group_7792_0	XM_015944999	rna6251	LOC107376062	XP_015800485.1
Group_6407_0	XM_015945024	rna6276	pno1	XP_015800510.1
Group_308_4	XM_015945042	rna6296	mcm8	XP_015800528.1
Group_5501_1	XM_015945043	rna6297	crls1	XP_015800529.1
Group_90_17	XM_015945044	rna6298	LOC107376107	XP_015800530.1
Group_1925_3	XM_015945053	rna6304	LOC107376114	XP_015800539.1
Group_5392_0	XM_015945054	rna6306	zc3h15	XP_015800540.1
Group_1743_1	XM_015945090	rna6344	LOC107376141	XP_015800576.1
Group_37_10	XM_015945976	rna6367	grin2a	XP_015801462.1
Group_6864_0	XM_015945974	rna6369	b9d1	XP_015801460.1
Group_214_13	XM_015945969	rna6373	fam83g	XP_015801455.1
Group_240_0	XM_015945959	rna6383	LOC107376699	XP_015801445.1
Group_2111_0	XM_015945958	rna6384	LOC107376698	XP_015801444.1
Group_2511_0	XM_015945957	rna6386	LOC107376697	XP_015801443.1
Group_6988_0	XM_015945956	rna6387	fam195b	XP_015801442.1
Group_1753_1	XM_015940641	rna38210	LOC107372410	XP_015796127.1
Group_5578_0	XM_015945903	rna6438	hn1l	XP_015801389.1
Group_290_6	XM_015945890	rna6452	tufm	XP_015801376.1
Group_7481_0	XM_015945889	rna6454	tmem86b	XP_015801375.1
Group_1057_3	XM_015945871	rna6472	LOC107376651	XP_015801357.1
Group_1783_2	XM_015945863	rna6476	LOC107376647	XP_015801349.1
Group_44_14	XM_015945117	rna6517	LOC107376164	XP_015800603.1
Group_419_3	XM_015945815	rna6523	tob1	XP_015801301.1
Group_4670_0	XM_015945769	rna6570	csgr03h17orf75	XP_015801255.1
Group_2881_0	XM_015945761	rna6586	LOC107376591	XP_015801247.1
Group_6691_0	XM_015945745	rna6592	nup85	XP_015801231.1
Group_5230_1	XM_015945741	rna6595	mrps7	XP_015801227.1
Group_1090_1	XM_015945724	rna6615	lmtk2	XP_015801210.1
Group_2188_0	XM_015945723	rna6616	LOC107376566	XP_015801209.1
Group_420_1	XM_015945719	rna6618	LOC107376564	XP_015801205.1
Group_493_4	XM_015945715	rna6630	LOC107376561	XP_015801201.1
Group_5415_0	XM_015945714	rna6631	rai1	XP_015801200.1
Group_2948_0	XM_015945702	rna6642	gid4	XP_015801188.1
Group_5366_0	XM_015945696	rna6644	tbl3	XP_015801182.1
Group_7407_0	XM_015945699	rna6647	ndufb10	XP_015801185.1
Group_1214_0	XM_015945695	rna6648	LOC107376548	XP_015801181.1
Group_198_2	XM_015945691	rna6652	LOC107376544	XP_015801177.1
Group_1112_0	XM_015945112	rna6672	LOC107376160	XP_015800598.1
Group_490_5	XM_015945669	rna6673	LOC107376533	XP_015801155.1
Group_1066_2	XM_015945653	rna6690	LOC107376523	XP_015801139.1
Group_1104_4	XM_015945643	rna6701	LOC107376517	XP_015801129.1
Group_2535_0	XM_015945618	rna6726	gpr139	XP_015801104.1
Group_8162_0	XM_015945110	rna6732	iqck	XP_015800596.1
Group_8321_0	XM_015945604	rna6740	ccp110	XP_015801090.1
Group_4000_0	XM_015945600	rna6745	dnaaf5	XP_015801086.1
Group_150_17	XM_015945596	rna6751	adcy9	XP_015801082.1
Group_426_8	XM_015945591	rna6753	srl	XP_015801077.1
Group_153_4	XM_015945580	rna6756	glis2	XP_015801066.1
Group_2980_1	XM_015945579	rna6761	vasn	XP_015801065.1
Group_2744_0	XM_015945583	rna6762	dnaja3	XP_015801069.1
Group_8485_0	XM_015945582	rna6768	csgr03h16orf59	XP_015801068.1
Group_5865_0	XM_015945574	rna6771	ccnf	XP_015801060.1
Group_3_40	XM_015945107	rna6783	LOC107376156	XP_015800593.1
Group_111_0	XM_015945563	rna6784	LOC107376462	XP_015801049.1
Group_23_37	XM_015945556	rna6789	LOC107376458	XP_015801042.1
Group_486_5	XM_015942117	rna39905	LOC107373975	XP_015797603.1
Group_3909_1	XM_015976858	rna37548	fancl	XP_015832344.1
Group_2458_0	XM_015945474	rna6882	socs1	XP_015800960.1
Group_7646_0	XM_015945441	rna6916	ccdc97	XP_015800927.1
Group_2965_0	XM_015945389	rna6970	atp5j2	XP_015800875.1
Group_462_0	XM_015945313	rna7044	emp1	XP_015800799.1
Group_8624_0	XM_015945296	rna7061	csgr03h7orf55	XP_015800782.1
Group_1135_0	XM_015945295	rna7062	hebp1	XP_015800781.1
Group_2957_0	XM_015945294	rna7063	wbp2nl	XP_015800780.1
Group_3949_0	XM_015945292	rna7065	rrp7a	XP_015800778.1
Group_6041_0	XM_015945289	rna7068	poldip3	XP_015800775.1
Group_5982_0	XM_015945291	rna7070	ndufa6	XP_015800777.1
Group_7046_0	XM_015945282	rna7075	nol12	XP_015800768.1
Group_9_60	XM_015945277	rna7078	LOC107376266	XP_015800763.1
Group_9_31	XM_015945271	rna7086	LOC107376261	XP_015800757.1
Group_32_23	XM_015945268	rna7093	ddx47	XP_015800754.1
Group_187_7	XM_015945262	rna7096	LOC107376254	XP_015800748.1
Group_427_8	XM_015945252	rna7105	LOC107376247	XP_015800738.1
Group_3045_0	XM_015945249	rna7109	LOC107376244	XP_015800735.1
Group_7950_0	XM_015945248	rna7110	mfsd6l	XP_015800734.1
Group_2079_0	XM_015945145	rna7212	LOC107376179	XP_015800631.1
Group_4873_0	XM_015945147	rna7214	epor	XP_015800633.1
Group_4_70	XM_015975725	rna36391	myo18a	XP_015831211.1
Group_7_41	XM_015975543	rna36214	LOC107396041	XP_015831029.1
Group_4015_0	XM_015976893	rna37585	sidt2	XP_015832379.1
Group_33_15	XM_015976013	rna36666	LOC107396344	XP_015831499.1
Group_64_8	XM_015952089	rna13239	LOC107380757	XP_015807575.1
Group_7474_0	XM_015952093	rna13244	csgr06h11orf53	XP_015807579.1
Group_7123_0	XM_015952143	rna13295	scg2	XP_015807629.1
Group_8011_0	XM_015952144	rna13296	kcne4	XP_015807630.1
Group_880_2	XM_015952146	rna13298	farsb	XP_015807632.1
Group_5704_0	XM_015952029	rna13173	ilvbl	XP_015807515.1
Group_7080_0	XM_015952031	rna13172	fam118b	XP_015807517.1
Group_8021_0	XM_015952023	rna13170	tirap	XP_015807509.1
Group_985_3	XM_015952022	rna13167	st3gal4	XP_015807508.1
Group_70_27	XM_015952014	rna13160	fli1	XP_015807500.1
Group_8046_0	XM_015951996	rna13141	LOC107380691	XP_015807482.1
Group_149_3	XM_015951997	rna13140	LOC107380692	XP_015807483.1
Group_6664_0	XM_015951995	rna13138	polr2i	XP_015807481.1
Group_1931_0	XM_015951993	rna13137	LOC107380689	XP_015807479.1
Group_5270_0	XM_015951991	rna13135	snrpd2	XP_015807477.1
Group_5967_0	XM_015951986	rna13128	LOC107380681	XP_015807472.1
Group_2462_1	XM_015951988	rna13127	slc37a4	XP_015807474.1
Group_6494_0	XM_015951989	rna13126	trappc4	XP_015807475.1
Group_5374_0	XM_015951990	rna13125	rps25	XP_015807476.1
Group_1096_6	XM_015951979	rna13124	sgcg	XP_015807465.1
Group_73_22	XM_015951842	rna13085	dscam	XP_015807328.1
Group_2231_1	XM_015951841	rna13084	bace2	XP_015807327.1
Group_3681_0	XM_015951839	rna13082	atm	XP_015807325.1
Group_10_45	XM_015951833	rna13076	rps6kb1	XP_015807319.1
Group_6267_0	XM_015975707	rna36370	ssr3	XP_015831193.1
Group_4486_0	XM_015951822	rna13065	ptx3	XP_015807308.1
Group_7980_0	XM_015951806	rna13051	LOC107380520	XP_015807292.1
Group_98_13	XM_015951803	rna13045	serpini1	XP_015807289.1
Group_8047_0	XM_015951933	rna13044	wdr49	XP_015807419.1
Group_533_2	XM_015951801	rna13040	LOC107380514	XP_015807287.1
Group_5313_0	XM_015951794	rna13032	scn2b	XP_015807280.1
Group_2592_1	XM_015951793	rna13031	LOC107380510	XP_015807279.1
Group_7374_0	XM_015951770	rna13008	pid1	XP_015807256.1
Group_1675_0	XM_015951760	rna12996	rnf7	XP_015807246.1
Group_273_0	XM_015951759	rna12995	LOC107380487	XP_015807245.1
Group_115_2	XM_015951758	rna12993	fzd9	XP_015807244.1
Group_352_1	XM_015951738	rna12976	LOC107380474	XP_015807224.1
Group_304_6	XM_015951734	rna12972	pde2a	XP_015807220.1
Group_799_5	XM_015951709	rna12945	tyr	XP_015807195.1
Group_163_0	XM_015951705	rna12943	ctsc	XP_015807191.1
Group_115_0	XM_015951703	rna12941	fzd4	XP_015807189.1
Group_382_8	XM_015951654	rna12876	LOC107380412	XP_015807140.1
Group_5958_0	XM_015951652	rna12875	vps53	XP_015807138.1
Group_2540_1	XM_015951653	rna12874	fam101b	XP_015807139.1
Group_1213_2	XM_015951651	rna12873	dus4l	XP_015807137.1
Group_228_0	XM_015951647	rna12869	LOC107380406	XP_015807133.1
Group_109_14	XM_015951644	rna12866	LOC107380405	XP_015807130.1
Group_2891_0	XM_015951643	rna12865	LOC107380403	XP_015807129.1
Group_2669_0	XM_015951629	rna12850	foxn1	XP_015807115.1
Group_328_1	XM_015951624	rna12846	scarf1	XP_015807110.1
Group_1843_2	XM_015951628	rna12845	rilp	XP_015807114.1
Group_3496_1	XM_015951615	rna12836	LOC107380381	XP_015807101.1
Group_447_0	XM_015951597	rna12818	LOC107380372	XP_015807083.1
Group_6632_0	XM_015951570	rna12791	rnf26	XP_015807056.1
Group_1294_3	XM_015951564	rna12783	cbl	XP_015807050.1
Group_223_10	XM_015951558	rna12774	arhgef12	XP_015807044.1
Group_4239_0	XM_015951553	rna12770	oaf	XP_015807039.1
Group_109_20	XM_015951548	rna12768	pde9a	XP_015807034.1
Group_2674_1	XM_015951550	rna12765	LOC107380345	XP_015807036.1
Group_3743_0	XM_015951539	rna12760	LOC107380342	XP_015807025.1
Group_4238_0	XM_015951521	rna12736	LOC107380329	XP_015807007.1
Group_2701_1	XM_015951514	rna12730	mlf1	XP_015807000.1
Group_4666_1	XM_015951497	rna12714	mre11a	XP_015806983.1
Group_5314_0	XM_015951492	rna12710	LOC107380316	XP_015806978.1
Group_73_20	XM_015951485	rna12697	LOC107380311	XP_015806971.1
Group_95_7	XM_015951484	rna12695	LOC107380310	XP_015806970.1
Group_730_2	XM_015951482	rna12693	prkd2	XP_015806968.1
Group_6629_0	XM_015951479	rna12691	fkrp	XP_015806965.1
Group_154_0	XM_015951478	rna12690	slc1a5	XP_015806964.1
Group_1371_3	XM_015951477	rna12689	LOC107380304	XP_015806963.1
Group_6578_0	XM_015951476	rna12688	tmem160	XP_015806962.1
Group_280_7	XM_015951475	rna12687	npas1	XP_015806961.1
Group_1438_0	XM_015951474	rna12686	arhgap35	XP_015806960.1
Group_301_1	XM_015951473	rna12685	ap2s1	XP_015806959.1
Group_103_28	XM_015951453	rna12666	LOC107380286	XP_015806939.1
Group_3089_1	XM_015951452	rna12665	ppp1r37	XP_015806938.1
Group_2300_0	XM_015951442	rna12655	qpctl	XP_015806928.1
