Group_Id	Gene_Symbol	Gene_Name	AAU	CTO	NOR	PLP
Group_869_0	purbb	purine-rich element binding protein Bb [Source:ZFIN%3BAcc:ZDB-GENE-040426-1478]	023623	003790	008183	016308
Group_869_1	purb	purine-rich element binding protein B	022550	018440	029635	002849
Group_869_2	purg	purine-rich element binding protein G	024329	023949	005439	023951
Group_869_3	purab	purine-rich element binding protein Ab [Source:ZFIN%3BAcc:ZDB-GENE-141216-78]	010076	016729	027593	013655
Group_869_4	puraa	purine-rich element binding protein Aa [Source:ZFIN%3BAcc:ZDB-GENE-040624-8]	020833	026532	013223	018173
Group_8690_1	si:ch73-21g5.7	si:ch73-21g5.7 [Source:ZFIN%3BAcc:ZDB-GENE-081104-260]	025034	010480	029176	023365
Group_8691_0	si:dkey-35i13.1	si:dkey-35i13.1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8008]	002683	022027	002393	011200
Group_8692_0	tmem159	transmembrane protein 159	018052	015724	001493	021301
Group_87_0	si:ch211-236k19.2	si:ch211-236k19.2 [Source:ZFIN%3BAcc:ZDB-GENE-060531-41]	015125	022636	014692	016297
Group_87_1	lhx6	LIM homeobox 6%2C transcript variant X1	021942	007290	002098	012712
Group_87_2	lhx8a	LIM homeobox 8a [Source:ZFIN%3BAcc:ZDB-GENE-031008-2]	011243	017718	011879	019856
Group_87_3	lhx8b	LIM homeobox 8b [Source:ZFIN%3BAcc:ZDB-GENE-081105-153]	011594	012527	020345	025448
Group_87_5	lhx3	LIM homeobox 3%2C transcript variant X2	001784	010130	007798	002885
Group_87_6	lhx1b	LIM homeobox 1b [Source:ZFIN%3BAcc:ZDB-GENE-980526-116]	017582	022116	004856	018339
Group_87_7	lhx5	LIM homeobox 5	016887	018451	013928	018726
Group_87_8	lhx1a	LIM homeobox 1a [Source:ZFIN%3BAcc:ZDB-GENE-980526-347]	003468	016306	006802	018020
Group_87_9	lmx1al	LIM homeobox transcription factor 1%2C alpha-like [Source:ZFIN%3BAcc:ZDB-GENE-131213-1]	027463	019712	022736	001596
Group_87_12	lmx1bb	LIM homeobox transcription factor 1%2C beta b [Source:ZFIN%3BAcc:ZDB-GENE-050114-2]	024203	005728	011437	007758
Group_87_13	lmx1a	LIM homeobox transcription factor 1 alpha [Source:HGNC Symbol%3BAcc:HGNC:6653]	030353	030113	020355	025441
Group_87_14	unknown		001264	001035	001430	000198
Group_87_16	lhx9	LIM homeobox 9%2C transcript variant X1	028743	008427	007893	002043
Group_87_17	lhx2b	LIM homeobox 2b [Source:ZFIN%3BAcc:ZDB-GENE-051220-1]	003364	021993	011733	021605
Group_87_18	lmo4a	LIM domain only 4a [Source:ZFIN%3BAcc:ZDB-GENE-010702-1]	019871	002573	016749	007481
Group_87_19	si:dkey-90l8.3	si:dkey-90l8.3 [Source:ZFIN%3BAcc:ZDB-GENE-081105-149]	003362	021991	018066	021602
Group_87_20	lmo4b	LIM domain only 4b [Source:ZFIN%3BAcc:ZDB-GENE-030131-3570]	021580	018000	019154	010279
Group_87_21	lmo2	LIM domain only 2	015563	014967	010150	009938
Group_87_22	loc107396927		023198	026639	002646	024116
Group_87_26	isl2a	ISL LIM homeobox 2a [Source:ZFIN%3BAcc:ZDB-GENE-980526-562]	007984	014880	005553	009824
Group_87_27	loc107381550		018981	017768	014724	013708
Group_870_0	adh5	Oryzias latipes alcohol dehydrogenase Class VI (adh8)%2C mRNA. [Source:RefSeq mRNA%3BAcc:NM_001104796]	029321	005643	020505	014053
Group_870_1	unknown		030464	005644	020506	014054
Group_870_2	loc107392604		030465	005645	020507	014055
Group_870_4	adh5	alcohol dehydrogenase 5 [Source:ZFIN%3BAcc:ZDB-GENE-011003-1]	029959	011064	020884	006350
Group_870_5	zgc:77938	zgc:77938 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1910]	025977	011059	020882	006359
Group_8706_0	loc107390438		020385	029314	006778	001484
Group_8709_0	zgc:194621	zgc:194621 [Source:ZFIN%3BAcc:ZDB-GENE-081022-130]	009213	008320	006848	003403
Group_8710_0	unknown		026211	017056	005959	005173
Group_8710_1	unknown		021158	017056	005959	005173
Group_8712_0	pebp4	phosphatidylethanolamine binding protein 4	008123	002422	010068	000128
Group_8719_0	si:dkey-67c22.2	si:dkey-67c22.2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-5845]	022293	000646	024429	010811
Group_872_2	fhdc4	FH2 domain containing 4 [Source:ZFIN%3BAcc:ZDB-GENE-131127-25]	021443	026806	015245	011400
Group_872_3	fhdc3	FH2 domain containing 3 [Source:ZFIN%3BAcc:ZDB-GENE-061103-76]	024075	020382	021963	003919
Group_8727_0	loc107394175		015259	021787	008299	002026
Group_873_0	mst1	macrophage stimulating 1	006720	015129	017920	009461
Group_873_1	hgfa	hepatocyte growth factor a [Source:ZFIN%3BAcc:ZDB-GENE-041014-2]	024510	013251	024769	010507
Group_873_3	plg	plasminogen%2C transcript variant X1	011479	002740	030627	008471
Group_8730_0	loc107379156		003023	015986	010508	023654
Group_8732_0	loc107374659		017356	019085	017988	004050
Group_8733_0	si:ch211-168f7.5	si:ch211-168f7.5 [Source:ZFIN%3BAcc:ZDB-GENE-030131-897]	023213	022460	019852	020240
Group_874_0	sh2d3ca	SH2 domain containing 3Ca [Source:ZFIN%3BAcc:ZDB-GENE-080102-1]	021934	007276	010920	012690
Group_874_1	sh2d3cb	SH2 domain containing 3Cb [Source:ZFIN%3BAcc:ZDB-GENE-040426-1052]	023170	013729	030758	016314
Group_874_2	sh2d3a	SH2 domain containing 3A [Source:HGNC Symbol%3BAcc:HGNC:16885]	005556	015321	017647	014185
Group_874_3	bcar3	breast cancer anti-estrogen resistance 3%2C transcript variant X1	022180	016472	012868	016995
Group_8745_0	si:dkeyp-51f12.2	si:dkeyp-51f12.2 [Source:ZFIN%3BAcc:ZDB-GENE-070705-546]	020301	029559	024152	012173
Group_8749_0	si:ch211-98n17.5	si:ch211-98n17.5 [Source:ZFIN%3BAcc:ZDB-GENE-160728-87]	009708	008785	011807	013183
Group_875_0	mat2ab	methionine adenosyltransferase II%2C alpha b [Source:ZFIN%3BAcc:ZDB-GENE-050327-6]	005388	012289	031345	018403
Group_875_1	mat2al	methionine adenosyltransferase II%2C alpha-like [Source:ZFIN%3BAcc:ZDB-GENE-060421-5255]	016894	006061	013931	016479
Group_875_3	mat1a	methionine adenosyltransferase I%2C alpha [Source:ZFIN%3BAcc:ZDB-GENE-030131-6127]	019644	026069	024821	019489
Group_8750_0	lrrc53	leucine rich repeat containing 53 [Source:ZFIN%3BAcc:ZDB-GENE-131121-432]	010719	017722	011874	019863
Group_8752_0	loc107386214		029872	009874	021558	006910
Group_8753_0	loc107390444		014372	003238	002292	014980
Group_8757_0	si:ch211-226m7.4	si:ch211-226m7.4 [Source:ZFIN%3BAcc:ZDB-GENE-080919-1]	026319	011333	020724	005878
Group_8759_0	loc107380371		011803	022364	011119	006377
Group_876_0	psd	pleckstrin and Sec7 domain containing [Source:HGNC Symbol%3BAcc:HGNC:9507]	008496	002309	002059	012930
Group_876_1	loc107374250		011350	007145	005353	012618
Group_876_3	psd2	pleckstrin and Sec7 domain containing 2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-3033]	010084	016738	027581	013627
Group_876_4	si:ch211-150i13.1	si:ch211-150i13.1 [Source:ZFIN%3BAcc:ZDB-GENE-090313-44]	015385	016090	004682	004074
Group_8763_0	loc107375776		022354	026118	006520	001984
Group_8764_0	fam177b	family with sequence similarity 177 member B%2C transcript variant X1	018996	014225	022164	022824
Group_8768_0	loc107393402		016406	018540	006293	011986
Group_877_0	adap1	ArfGAP with dual PH domains 1 [Source:HGNC Symbol%3BAcc:HGNC:16486]	020433	015002	024285	021320
Group_877_1	zgc:92360	zgc:92360 [Source:ZFIN%3BAcc:ZDB-GENE-040718-470]	024229	006504	010959	005345
Group_877_2	adap2	ArfGAP with dual PH domains 2 [Source:ZFIN%3BAcc:ZDB-GENE-070912-21]	028969	010778	030554	024727
Group_877_3	adap2	ArfGAP with dual PH domains 2	028680	010196	020949	004690
Group_8771_0	cd164l2	CD164 sialomucin-like 2 [Source:ZFIN%3BAcc:ZDB-GENE-120215-174]	028617	026899	005838	000242
Group_8776_0	smim10	small integral membrane protein 10 [Source:HGNC Symbol%3BAcc:HGNC:41913]	018104	015796	017794	021307
Group_8778_0	si:ch1073-469d17.2	si:ch1073-469d17.2 [Source:ZFIN%3BAcc:ZDB-GENE-141216-487]	015777	022887	012823	021573
Group_8779_0	si:dkey-65b13.13	si:dkey-65b13.13 [Source:ZFIN%3BAcc:ZDB-GENE-141216-308]	002236	021350	000068	017272
Group_878_0	ncam1a	neural cell adhesion molecule 1a [Source:ZFIN%3BAcc:ZDB-GENE-990415-31]	008852	017040	010475	001689
Group_878_1	zgc:152904	zgc:152904 [Source:ZFIN%3BAcc:ZDB-GENE-060929-856]	001046	000642	001747	009488
Group_878_2	ncam3	neural cell adhesion molecule 3 [Source:ZFIN%3BAcc:ZDB-GENE-131127-340]	019116	029152	016206	025012
Group_878_3	ncam1	neural cell adhesion molecule 1%2C transcript variant X1	019467	016466	004241	011308
Group_8782_0	znf469	zinc finger protein 469	000696	000137	027509	001542
Group_8786_0	macrod2	MACRO domain containing 2	022338	000895	015693	001228
Group_879_2	mtus1a	microtubule associated tumor suppressor 1a [Source:ZFIN%3BAcc:ZDB-GENE-061103-409]	013320	016778	004752	013613
Group_879_3	mtus1b	microtubule associated tumor suppressor 1b [Source:ZFIN%3BAcc:ZDB-GENE-070619-5]	014432	010983	012328	014861
Group_88_1	muc5.3	mucin 5.3 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1562]	016627	005019	009240	023002
Group_88_2	loc107384021		002088	020764	024568	013355
Group_88_3	tecta	tectorin alpha	008843	017037	004197	007224
Group_88_5	fcgbp	Fc fragment of IgG binding protein	009158	025457	016218	021539
Group_88_6	si:dkey-266m15.6	si:dkey-266m15.6 [Source:ZFIN%3BAcc:ZDB-GENE-070705-443]	025747	014697	005491	000150
Group_88_7	vwf	von Willebrand factor	007479	000004	005497	009763
Group_88_8	otogl	otogelin like	007467	014719	001819	024323
Group_88_9	otog	otogelin [Source:ZFIN%3BAcc:ZDB-GENE-120228-1]	001156	023596	013418	013221
Group_88_11	spg1	spiggin 4 (spg4)%2C mRNA [Source:RefSeq mRNA%3BAcc:NM_001267654]	029599	001547	030053	024755
Group_880_0	myc	v-myc avian myelocytomatosis viral oncogene homolog	030164	004196	032038	025074
Group_880_1	mycn	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog [Source:ZFIN%3BAcc:ZDB-GENE-020711-1]	030140	030350	032067	025743
Group_880_2	myclb	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog b [Source:ZFIN%3BAcc:ZDB-GENE-030131-5561]	014504	000762	012145	014252
Group_8802_0	sb:cb1058	sb:cb1058 [Source:ZFIN%3BAcc:ZDB-GENE-040108-9]	008060	010814	025044	021348
Group_8808_0	si:dkey-12l12.1	si:dkey-12l12.1 [Source:ZFIN%3BAcc:ZDB-GENE-091204-232]	020567	007623	018215	000564
Group_881_0	si:dkey-11o18.5	si:dkey-11o18.5 [Source:ZFIN%3BAcc:ZDB-GENE-091204-110]	016868	014658	004015	012766
Group_881_2	si:ch211-106h4.4	si:ch211-106h4.4 [Source:ZFIN%3BAcc:ZDB-GENE-070705-14]	009844	023761	030471	000693
Group_881_3	malrd1	MAM and LDL receptor class A domain containing 1	002936	002904	020796	015248
Group_8810_0	loc107382593		005093	004151	029243	003798
Group_8811_0	loc107375453		016601	024461	015697	017797
Group_8813_0	loc107390450		014368	003250	002300	014997
Group_8817_0	s100pbp	S100P binding protein%2C transcript variant X1	013566	020021	027986	022552
Group_882_0	spag9a	sperm associated antigen 9a [Source:ZFIN%3BAcc:ZDB-GENE-070820-7]	017130	030396	020954	008848
Group_882_2	spag9	sperm associated antigen 9 [Source:HGNC Symbol%3BAcc:HGNC:14524]	008333	003628	018758	019186
Group_882_3	mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3%2C transcript variant X1	004635	004527	003336	020980
Group_882_4	si:dkey-17m8.1	si:dkey-17m8.1 [Source:ZFIN%3BAcc:ZDB-GENE-110411-225]	022946	027564	025977	015987
Group_8825_0	zgc:174945	zgc:174945 [Source:ZFIN%3BAcc:ZDB-GENE-080204-80]	027720	001467	001197	023566
Group_8827_0	si:dkey-237j10.2	si:dkey-237j10.2 [Source:ZFIN%3BAcc:ZDB-GENE-100922-206]	013342	016764	004370	013599
Group_8829_0	zgc:195212	zgc:195212 [Source:ZFIN%3BAcc:ZDB-GENE-081022-196]	023204	029577	019837	020279
Group_883_0	kmt2cb	lysine (K)-specific methyltransferase 2Cb [Source:ZFIN%3BAcc:ZDB-GENE-070705-340]	005983	011676	012715	013402
Group_883_1	kmt2d	lysine methyltransferase 2D%2C transcript variant X2	025926	009433	013664	011811
Group_883_2	kmt2ca	lysine (K)-specific methyltransferase 2Ca [Source:ZFIN%3BAcc:ZDB-GENE-080520-3]	001344	000208	008124	003490
Group_8833_0	si:dkey-234i14.6	si:dkey-234i14.6 [Source:ZFIN%3BAcc:ZDB-GENE-131121-173]	019564	014204	030260	022093
Group_8834_0	si:ch211-153b23.7	si:ch211-153b23.7 [Source:ZFIN%3BAcc:ZDB-GENE-141216-14]	002532	008698	019187	012391
Group_8835_0	si:dkeyp-13a3.10	si:dkeyp-13a3.10 [Source:ZFIN%3BAcc:ZDB-GENE-070912-636]	029968	011694	012708	013411
Group_8837_0	rhbdd2	rhomboid domain containing 2	026689	004724	023303	021001
Group_8838_0	si:ch211-178n15.1	si:ch211-178n15.1 [Source:ZFIN%3BAcc:ZDB-GENE-131121-24]	010794	023754	013466	007982
Group_884_0	apbb2b	amyloid beta (A4) precursor protein-binding%2C family B%2C member 2b [Source:ZFIN%3BAcc:ZDB-GENE-090313-73]	006484	013364	004943	002675
Group_884_1	cabz01085924.1	unknown	018838	009719	001434	001625
Group_884_2	apbb3	amyloid beta precursor protein binding family B member 3%2C transcript variant X1	023758	030309	003458	017676
Group_884_3	apbb1	amyloid beta precursor protein binding family B member 1%2C transcript variant X1	009627	016385	022256	011344
Group_8841_0	tex36	testis expressed 36 [Source:ZFIN%3BAcc:ZDB-GENE-131127-586]	020922	022849	011759	009351
Group_8842_0	igsf6	immunoglobulin superfamily member 6	018064	015725	017741	021306
Group_885_0	txnrd1	thioredoxin reductase 1 [Source:ZFIN%3BAcc:ZDB-GENE-030327-2]	006592	023539	009764	005790
Group_885_1	si:ch1073-179p4.3	si:ch1073-179p4.3 [Source:ZFIN%3BAcc:ZDB-GENE-040914-66]	028098	009622	030657	016101
Group_885_2	dldh	dihydrolipoamide dehydrogenase [Source:ZFIN%3BAcc:ZDB-GENE-040120-4]	002158	010613	028642	023012
Group_885_3	gsr	glutathione reductase%2C transcript variant X1	017319	023317	026030	006428
Group_8854_0	loc107375060		030133	028736	000266	024055
Group_886_0	p4ha1b	prolyl 4-hydroxylase%2C alpha polypeptide I b [Source:ZFIN%3BAcc:ZDB-GENE-030131-4089]	020873	022798	005084	009308
Group_886_1	p4ha1a	prolyl 4-hydroxylase%2C alpha polypeptide I a [Source:ZFIN%3BAcc:ZDB-GENE-040724-91]	016523	009802	023177	025483
Group_886_2	p4ha3	prolyl 4-hydroxylase subunit alpha 3	009673	016404	022288	011362
Group_886_3	p4ha2	prolyl 4-hydroxylase subunit alpha 2%2C transcript variant X1	021651	014121	002519	006125
Group_8862_0	loc107379565		001464	027513	026003	001179
Group_8865_0	loc107386276		015107	022608	025003	002132
Group_887_1	myf5	myogenic factor 5	025359	009837	015871	025321
Group_887_2	myog	myogenin (myogenic factor 4)	009529	014321	015014	005605
Group_887_3	myf6	myogenic factor 6	025358	009836	015872	008998
Group_887_4	myod1	myogenic differentiation 1	011982	023595	013419	013222
Group_8873_0	loc107385208		006736	015122	017915	009467
Group_8874_0	cu856539.4	unknown	028195	002602	024510	001833
Group_8877_0	loc107396925		004754	018558	018953	014896
Group_888_0	sgip1a	SH3-domain GRB2-like (endophilin) interacting protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-131121-25]	000143	008461	030279	017022
Group_888_1	fcho1	FCH domain only 1 [Source:ZFIN%3BAcc:ZDB-GENE-120613-1]	021175	008468	007936	002044
Group_888_2	fcho2	FCH domain only 2%2C transcript variant X1	028965	025589	008162	001001
Group_888_3	sgip1b	SH3-domain GRB2-like (endophilin) interacting protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-131121-110]	028826	011488	030242	001040
Group_8881_0	sapcd1	suppressor APC domain containing 1	024640	001549	023605	010244
Group_8884_0	loc107380460		021111	021636	001881	015238
Group_889_0	clstn2	calsyntenin 2	006526	014438	003203	019877
Group_889_1	clstn3	calsyntenin 3%2C transcript variant X2	006414	028310	015795	016007
Group_889_2	clstn1	calsyntenin 1	021066	007078	031219	011864
Group_8893_0	sparcl2	SPARC-like 2 [Source:ZFIN%3BAcc:ZDB-GENE-131127-575]	000777	022710	005080	009304
Group_8896_0	si:ch73-366l1.5	si:ch73-366l1.5 [Source:ZFIN%3BAcc:ZDB-GENE-131127-426]	025082	011194	009926	014746
Group_8898_0	loc107394673		010204	026897	022074	012435
Group_8899_0	baalc	brain and acute leukemia%2C cytoplasmic [Source:HGNC Symbol%3BAcc:HGNC:14333]	010184	026922	021868	007127
Group_89_0	kcnj12a	potassium inwardly-rectifying channel%2C subfamily J%2C member 12a [Source:ZFIN%3BAcc:ZDB-GENE-131126-14]	029811	002774	020427	014268
Group_89_2	kcnj4	potassium voltage-gated channel subfamily J member 4 [Source:HGNC Symbol%3BAcc:HGNC:6265]	008753	010753	026139	019389
Group_89_3	kcnj11	potassium voltage-gated channel subfamily J member 11	002803	014572	010123	021945
Group_89_4	kcnj11l	potassium inwardly-rectifying channel%2C subfamily J%2C member 11%2C like [Source:ZFIN%3BAcc:ZDB-GENE-050222-2]	004740	018102	004810	025261
Group_89_5	kcnj8	potassium inwardly-rectifying channel%2C subfamily J%2C member 8 [Source:ZFIN%3BAcc:ZDB-GENE-060308-1]	000729	018379	030112	008609
Group_89_6	kcnj9	potassium inwardly-rectifying channel%2C subfamily J%2C member 9 [Source:ZFIN%3BAcc:ZDB-GENE-081104-42]	011673	016270	001623	007826
Group_89_7	kcnj6	potassium voltage-gated channel subfamily J member 6 [Source:HGNC Symbol%3BAcc:HGNC:6267]	002687	022022	023059	011197
Group_89_8	kcnj5	potassium voltage-gated channel subfamily J member 5	010951	025731	005150	018810
Group_89_10	kcnj3a	potassium inwardly-rectifying channel%2C subfamily J%2C member 3a [Source:ZFIN%3BAcc:ZDB-GENE-100922-16]	004417	004256	024443	010927
Group_89_11	si:dkey-106c17.3	si:dkey-106c17.3 [Source:ZFIN%3BAcc:ZDB-GENE-060503-706]	025557	015494	016800	014678
Group_89_13	si:dkey-100n10.2	si:dkey-100n10.2 [Source:ZFIN%3BAcc:ZDB-GENE-121214-60]	018558	006080	005242	009658
Group_89_15	kcnj1a.6	potassium inwardly-rectifying channel%2C subfamily J%2C member 1a%2C tandem duplicate 6 [Source:ZFIN%3BAcc:ZDB-GENE-050420-272]	010940	025736	005143	018802
Group_89_16	kcnj1b	potassium inwardly-rectifying channel%2C subfamily J%2C member 1b [Source:ZFIN%3BAcc:ZDB-GENE-070620-9]	007385	004797	031593	014531
Group_89_17	kcnj13	potassium voltage-gated channel subfamily J member 13	002660	009056	011562	018033
Group_89_19	kcnj10	potassium voltage-gated channel subfamily J member 10	023936	016273	006888	007893
Group_89_20	kcnj16	potassium voltage-gated channel subfamily J member 16 [Source:HGNC Symbol%3BAcc:HGNC:6262]	027402	012356	010482	009700
Group_89_21	kcnj16	potassium inwardly-rectifying channel%2C subfamily J%2C member 16 [Source:ZFIN%3BAcc:ZDB-GENE-130603-81]	025644	028782	012450	024354
Group_89_22	kcnj14	potassium voltage-gated channel subfamily J member 14	022936	027500	031379	016056
Group_89_23	kcnj2a	potassium inwardly-rectifying channel%2C subfamily J%2C member 2a [Source:ZFIN%3BAcc:ZDB-GENE-120319-1]	025645	028783	012451	024355
Group_89_24	kcnj2b	potassium inwardly-rectifying channel%2C subfamily J%2C member 2b [Source:ZFIN%3BAcc:ZDB-GENE-091204-290]	027419	012355	010481	009699
Group_890_1	aff1	AF4/FMR2 family member 1	014060	000245	029119	000304
Group_890_2	aff3	AF4/FMR2 family member 3	014178	006976	030922	013269
Group_8901_0	loc107390392		020187	003235	006064	001281
Group_891_0	ccdc85al	coiled-coil domain containing 85A%2C like [Source:ZFIN%3BAcc:ZDB-GENE-040912-92]	020416	008609	001481	005463
Group_891_1	ccdc85b	coiled-coil domain containing 85B	004108	022444	029746	020223
Group_891_2	loc107391696		020100	001948	015739	022507
Group_891_3	ccdc85cb	coiled-coil domain containing 85C%2C b [Source:ZFIN%3BAcc:ZDB-GENE-040718-373]	008628	013519	008062	006767
Group_891_4	ccdc85a	coiled-coil domain containing 85A [Source:ZFIN%3BAcc:ZDB-GENE-080220-55]	028287	026520	025135	021439
Group_8912_0	linc00371	long intergenic non-protein coding RNA 371 [Source:HGNC Symbol%3BAcc:HGNC:42693]	014173	006955	017954	019335
Group_892_0	caskin1	CASK interacting protein 1 [Source:ZFIN%3BAcc:ZDB-GENE-071115-3]	027340	011785	007024	017436
Group_892_1	caskin2	CASK interacting protein 2%2C transcript variant X1	001269	011180	031342	014771
Group_892_4	si:dkeyp-9d4.3	si:dkeyp-9d4.3 [Source:ZFIN%3BAcc:ZDB-GENE-110914-175]	000976	008910	001918	014171
Group_8920_0	unknown		019937	028990	019116	014822
Group_893_0	si:ch211-127l15.5	si:ch211-127l15.5 [Source:ZFIN%3BAcc:ZDB-GENE-030131-1459]	004144	022414	029721	020188
Group_893_1	tm9sf1	transmembrane 9 superfamily member 1	015834	024191	020617	017337
Group_893_2	tm9sf3	transmembrane 9 superfamily member 3	028300	008161	005314	019275
Group_893_3	tm9sf4	transmembrane 9 superfamily protein member 4	018110	029666	007456	003081
Group_8932_0	unknown		015108	022610	001885	016284
Group_8938_0	loc107382922		020614	001500	013049	023842
Group_894_0	scd	stearoyl-CoA desaturase (delta-9-desaturase) [Source:ZFIN%3BAcc:ZDB-GENE-031106-3]	026850	028290	003630	006181
Group_894_1	trmt2a	tRNA methyltransferase 2 homolog A	028100	009620	016931	016098
Group_8944_0	loc107375068		017628	020962	010049	007493
Group_895_0	lim2.5	lens intrinsic membrane protein 2.5 [Source:ZFIN%3BAcc:ZDB-GENE-050320-94]	029192	024743	009812	024510
Group_895_1	lim2.2	lens intrinsic membrane protein 2.2 [Source:ZFIN%3BAcc:ZDB-GENE-060124-1]	029552	011086	026827	017135
Group_895_2	lim2.3	lens intrinsic membrane protein 2.3 [Source:ZFIN%3BAcc:ZDB-GENE-040718-327]	029346	020802	004275	011303
Group_895_4	lim2.4	lens intrinsic membrane protein 2.4 [Source:ZFIN%3BAcc:ZDB-GENE-040718-104]	005591	026915	016511	007090
Group_8951_0	si:dkey-112a7.4	si:dkey-112a7.4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9661]	017220	020818	009651	012827
Group_8958_0	unknown		014906	011139	026845	017133
Group_896_0	sh3pxd2b	SH3 and PX domains 2B%2C transcript variant X1	021666	014105	002507	000416
Group_896_1	ncf1	neutrophil cytosolic factor 1	024728	018681	019532	007199
Group_896_2	sh3pxd2a	SH3 and PX domains 2A%2C transcript variant X1	020931	018717	016031	009393
Group_8964_0	loc107377100		000622	015415	023085	000678
Group_8967_0	si:ch211-160f23.7	si:ch211-160f23.7 [Source:ZFIN%3BAcc:ZDB-GENE-141216-470]	012310	024529	010242	013797
Group_897_0	rgma	repulsive guidance molecule family member a	007473	014732	005449	009770
Group_897_1	hfe2	hemochromatosis type 2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-651]	029286	018926	030216	023634
Group_897_2	rgmd	RGM domain family%2C member D [Source:ZFIN%3BAcc:ZDB-GENE-030131-561]	028971	012496	022472	012029
Group_8970_0	loc107375888		017349	026497	011559	004038
Group_898_0	strn	striatin [Source:HGNC Symbol%3BAcc:HGNC:11424]	016604	024458	001794	017798
Group_898_2	strn4	striatin%2C calmodulin binding protein 4 [Source:ZFIN%3BAcc:ZDB-GENE-070501-3]	021520	007394	006336	015348
Group_898_3	strn3	striatin 3%2C transcript variant X1	015752	027394	008992	007614
Group_8982_0	loc107379919		009651	023628	022273	003611
Group_8984_0	si:ch73-345f18.3	si:ch73-345f18.3 [Source:ZFIN%3BAcc:ZDB-GENE-141212-392]	001687	026840	006691	008300
Group_899_0	eef2b	eukaryotic translation elongation factor 2b [Source:ZFIN%3BAcc:ZDB-GENE-030131-5128]	006530	007982	003198	013281
Group_899_2	efl1	elongation factor like GTPase 1	001210	006479	002861	006059
Group_899_3	eftud2	elongation factor Tu GTP binding domain containing 2 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1569]	028055	015472	006055	013862
Group_899_4	eef2a.2	eukaryotic translation elongation factor 2a%2C tandem duplicate 2 [Source:ZFIN%3BAcc:ZDB-GENE-050208-348]	011644	012499	031159	024307
Group_8992_0	si:dkey-21c1.1	si:dkey-21c1.1 [Source:ZFIN%3BAcc:ZDB-GENE-130603-45]	007139	002799	011667	005019
Group_9_3	myh13	myosin heavy chain 13 [Source:HGNC Symbol%3BAcc:HGNC:7571]	027502	019738	022704	020614
Group_9_9	myh11	myosin%2C heavy chain 11%2C smooth muscle%2C transcript variant X1	020409	008597	006479	005506
Group_9_10	myh11b	myosin%2C heavy chain 11b%2C smooth muscle [Source:ZFIN%3BAcc:ZDB-GENE-101124-2]	012223	011241	012211	014759
Group_9_11	myh9a	myosin%2C heavy chain 9a%2C non-muscle [Source:ZFIN%3BAcc:ZDB-GENE-030131-5870]	025870	010301	022827	019285
Group_9_12	loc107376217		024290	009386	026626	023812
Group_9_13	myh14	myosin%2C heavy chain 14%2C non-muscle [Source:ZFIN%3BAcc:ZDB-GENE-100921-1]	022935	027501	031380	016055
Group_9_14	myh10	myosin%2C heavy chain 10%2C non-muscle [Source:ZFIN%3BAcc:ZDB-GENE-030616-162]	012949	020301	006784	004359
Group_9_15	myh10	myosin%2C heavy chain 10%2C non-muscle [Source:ZFIN%3BAcc:ZDB-GENE-030616-162]	018210	000628	022810	019254
Group_9_16	myo18b	myosin XVIIIB	006294	001803	023765	021575
Group_9_17	myo18ab	myosin XVIIIAb [Source:ZFIN%3BAcc:ZDB-GENE-080423-1]	000557	007494	017859	017847
Group_9_18	myo18aa	myosin XVIIIAa [Source:ZFIN%3BAcc:ZDB-GENE-080425-5]	017579	022118	004858	024666
Group_9_21	myo6b	myosin VIb [Source:ZFIN%3BAcc:ZDB-GENE-030318-3]	011187	027130	028391	004958
Group_9_23	myo1eb	myosin IE%2C b [Source:ZFIN%3BAcc:ZDB-GENE-040426-1347]	009887	003176	027084	024159
Group_9_24	myo1f	myosin IF [Source:ZFIN%3BAcc:ZDB-GENE-081104-506]	029662	008452	030277	017010
Group_9_25	myo1ea	myosin IE%2C a [Source:ZFIN%3BAcc:ZDB-GENE-030131-5127]	007627	023232	009413	020522
Group_9_26	myo1cb	myosin Ic%2C paralog b [Source:ZFIN%3BAcc:ZDB-GENE-090429-3]	000555	001837	030914	019648
Group_9_27	myo1ca	myosin Ic%2C paralog a [Source:ZFIN%3BAcc:ZDB-GENE-070705-190]	022657	018818	018118	018292
Group_9_29	myo1hb	myosin IHb [Source:ZFIN%3BAcc:ZDB-GENE-070705-355]	029721	028947	015638	012630
Group_9_30	myo1b	myosin IB%2C transcript variant X1	027892	006336	018581	010887
Group_9_31	si:dkeyp-92c9.3	si:dkeyp-92c9.3 [Source:ZFIN%3BAcc:ZDB-GENE-060503-562]	029127	028171	021284	024060
