Loading gene coordinates...
Loading synonymous sites...
Loading non-synonymous sites...
Loading polymorphic sites...
Loading divergent sites...
Computing...
Group_5906_0 trappc1  have too few sites, skip
Group_5409_0 sec62  have too few sites, skip
Group_2421_0 samd7  have too few sites, skip
Group_3_6 ackr4a  have too few sites, skip
Group_2263_1 si:ch211-106h4.9  have too few sites, skip
Group_467_3 loc107383764  have too few sites, skip
Group_2664_1 stam  have too few sites, skip
Group_1395_0 adcyap1b  have too few sites, skip
Group_3_84 oprk1  have too few sites, skip
Group_969_0 tcea1  have too few sites, skip
Group_35_30 viml  have too few sites, skip
Group_3_18 cabz01053221.1  have too few sites, skip
Group_5_7 ftr87  have too few sites, skip
Group_2863_0 si:ch73-52e5.2  have too few sites, skip
Group_2863_1 si:ch73-52e5.1  have too few sites, skip
Group_1170_1 zgc:113531  have too few sites, skip
Group_233_1 b4galt2  have too few sites, skip
Group_5380_0 atp6v0b  have too few sites, skip
Group_3_94 kiss1ra  have too few sites, skip
Group_96_15 crhr2  have too few sites, skip
Group_426_3 myl13  have too few sites, skip
Group_96_10 pth1ra  have too few sites, skip
Group_7984_0 tmie  have too few sites, skip
Group_5073_0 ccdc13  have too few sites, skip
Group_38_29 cx47.1  have too few sites, skip
Group_93_11 wnt9a  have too few sites, skip
Group_93_5 wnt3a  have too few sites, skip
Group_143_4 guk1a  have too few sites, skip
Group_2834_1 atg9b  have too few sites, skip
Group_50_1 si:ch211-190p8.2  have too few sites, skip
Group_1377_0 asb10  have too few sites, skip
Group_777_0 agap3  have too few sites, skip
Group_1013_3 mapre2  have too few sites, skip
Group_1354_2 dtna  have too few sites, skip
Group_13_54 klhl14  have too few sites, skip
Group_1804_1 srsf11  have too few sites, skip
Group_726_3 ankrd13c  have too few sites, skip
Group_7143_0 znf830  have too few sites, skip
Group_6_57 prkacbb  have too few sites, skip
Group_1372_2 sharpin  have too few sites, skip
Group_2_52 cela3a  have too few sites, skip
Group_190_12 irf4a  have too few sites, skip
Group_64_22 dusp22b  have too few sites, skip
Group_445_7 phactr1  have too few sites, skip
Group_254_1 igfbp3  have too few sites, skip
Group_430_3 tns3  have too few sites, skip
Group_49_12 dsg2l  have too few sites, skip
Group_640_6 kctd1  have too few sites, skip
Group_376_3 gfra2b  have too few sites, skip
Group_292_7 psma8  have too few sites, skip
Group_0_69 znf521  have too few sites, skip
Group_711_0 prkag2b  have too few sites, skip
Group_1084_2 prtfdc1  have too few sites, skip
Group_594_0 pbx1  have too few sites, skip
Group_1750_0 glula  have too few sites, skip
Group_7693_1 si:dkey-225f23.5  have too few sites, skip
Group_8667_0 si:dkey-225f23.3  have too few sites, skip
Group_8666_0 si:dkeyp-12a9.5  have too few sites, skip
Group_148_5 slc12a9  have too few sites, skip
Group_463_4 loc107383966  have too few sites, skip
Group_311_1 elovl1a  have too few sites, skip
Group_2778_0 bokb  have too few sites, skip
Group_2541_1 agxtb  have too few sites, skip
Group_4_65 rab6bb  have too few sites, skip
Group_1562_0 amotl2b  have too few sites, skip
Group_6399_0 htatip2  have too few sites, skip
Group_1636_0 dbx1b  have too few sites, skip
Group_551_4 pacsin3  have too few sites, skip
Group_2579_0 samd4a  have too few sites, skip
Group_1448_1 socs4  have too few sites, skip
Group_42_21 fo818743.1  have too few sites, skip
Group_42_18 loc107392746  have too few sites, skip
Group_7381_0 mrps14  have too few sites, skip
Group_1740_0 yaf2  have too few sites, skip
Group_5934_0 zcrb1  have too few sites, skip
Group_2245_0 pphln1  have too few sites, skip
Group_5897_0 gpr148  have too few sites, skip
Group_13_23 klhl24  have too few sites, skip
Group_7454_0 ece2a  have too few sites, skip
Group_6085_0 alg3  have too few sites, skip
Group_852_1 eif4e2  have too few sites, skip
Group_917_1 fndc7a  have too few sites, skip
Group_6391_0 prpf38b  have too few sites, skip
Group_1169_1 fam102ba  have too few sites, skip
Group_170_1 slc25a24  have too few sites, skip
Group_1580_1 prkab2  have too few sites, skip
Group_9503_0 unknown  have too few sites, skip
Group_1603_1 zgc:85843  have too few sites, skip
Group_5987_0 armc6  have too few sites, skip
Group_1891_1 cirbpb  have too few sites, skip
Group_3151_0 cbarpb  have too few sites, skip
Group_21_19 stk11  have too few sites, skip
Group_848_0 rnf126  have too few sites, skip
Group_1158_1 cabz01112877.1  have too few sites, skip
Group_1118_0 fzr1  have too few sites, skip
Group_1528_0 pcyt1ab  have too few sites, skip
Group_1361_2 dync1i2b  have too few sites, skip
Group_7773_0 ccl20  have too few sites, skip
Group_1209_4 c2cd4c  have too few sites, skip
Group_1545_2 fem1a  have too few sites, skip
Group_731_1 loc107384128  have too few sites, skip
Group_1224_2 abhd17a  have too few sites, skip
Group_1896_0 stap2a  have too few sites, skip
Group_5484_0 sirt6  have too few sites, skip
Group_58_21 cdc34b  have too few sites, skip
Group_1178_3 creb3l3  have too few sites, skip
Group_899_0 eef2b  have too few sites, skip
Group_556_3 btbd2a  have too few sites, skip
Group_1331_1 mex3d  have too few sites, skip
Group_1755_2 mbd3a  have too few sites, skip
Group_670_4 tcf3a  have too few sites, skip
Group_121_7 lingo3  have too few sites, skip
Group_781_2 dvl3a  have too few sites, skip
Group_1863_0 copb2  have too few sites, skip
Group_758_0 spsb4b  have too few sites, skip
Group_1496_1 slc25a36b  have too few sites, skip
Group_1967_2 march2  have too few sites, skip
Group_1077_2 fam129a  have too few sites, skip
Group_3404_0 dpydb  have too few sites, skip
Group_4_60 rab2a  have too few sites, skip
Group_154_1 ca8  have too few sites, skip
Group_8750_0 lrrc53  have too few sites, skip
Group_4860_0 dars2  have too few sites, skip
Group_2268_0 trnau1apb  have too few sites, skip
Group_3305_1 fitm1  have too few sites, skip
Group_725_4 loc107384193  have too few sites, skip
Group_87_2 lhx8a  have too few sites, skip
Group_13_45 klhl20  have too few sites, skip
Group_65_35 syt1a  have too few sites, skip
Group_65_23 syt10  have too few sites, skip
Group_2067_0 xrn1  have too few sites, skip
Group_1808_2 fam173b  have too few sites, skip
Group_12_34 lyn  have too few sites, skip
Group_6493_0 toe1  have too few sites, skip
Group_5148_0 tmem53  have too few sites, skip
Group_29_38 slc6a9  have too few sites, skip
Group_697_1 pigr  have too few sites, skip
Group_4571_0 dad1  have too few sites, skip
Group_791_2 rem2  have too few sites, skip
Group_7811_0 si:ch211-119o8.4  have too few sites, skip
Group_928_3 psmb5  have too few sites, skip
Group_928_2 psmb11  have too few sites, skip
Group_6620_0 prmt5  have too few sites, skip
Group_518_1 ap1g2  have too few sites, skip
Group_2221_0 si:ch211-14a17.6  have too few sites, skip
Group_4827_0 homeza  have too few sites, skip
Group_6616_0 si:ch211-14a17.11  have too few sites, skip
Group_2727_1 acin1  have too few sites, skip
Group_85_27 mmp14b  have too few sites, skip
Group_730_4 cbln12  have too few sites, skip
Group_978_2 casq1a  have too few sites, skip
Group_3044_0 selj  have too few sites, skip
Group_13_6 klhl40a  have too few sites, skip
Group_1566_0 hhatla  have too few sites, skip
Group_294_0 ctdsplb  have too few sites, skip
Group_1181_3 gorasp1a  have too few sites, skip
Group_3571_1 wdr48b  have too few sites, skip
Group_52_18 scn12aa  have too few sites, skip
Group_6879_0 zgc:162816  have too few sites, skip
Group_550_2 pecr  have too few sites, skip
Group_7262_0 zgc:171772  have too few sites, skip
Group_6477_0 si:cabz01080295.1  have too few sites, skip
Group_7453_0 ndufb3  have too few sites, skip
Group_120_3 loc107384282  have too few sites, skip
Group_3_5 cxcr4  have too few sites, skip
Group_3656_0 cxorf38  have too few sites, skip
Group_5086_0 sgut1  have too few sites, skip
Group_75_21 loc107384299  have too few sites, skip
Group_377_0 ednrba  have too few sites, skip
Group_249_10 slc25a30  have too few sites, skip
Group_9_37 myo7bb  have too few sites, skip
Group_1070_1 apbb1ip  have too few sites, skip
Group_143_12 mpp7b  have too few sites, skip
Group_2298_0 waca  have too few sites, skip
Group_1469_1 gk5  have too few sites, skip
Group_888_3 sgip1b  have too few sites, skip
Group_1414_0 mier1b  have too few sites, skip
Group_1457_2 serbp1b  have too few sites, skip
Group_86_2 rgs18  have too few sites, skip
Group_4_15 rab3aa  have too few sites, skip
Group_12_67 ephb3a  have too few sites, skip
Group_2954_0 si:ch211-38m6.6  have too few sites, skip
Group_199_11 pik3ca  have too few sites, skip
Group_98_2 b3gnt5b  have too few sites, skip
Group_222_4 nmur1b  have too few sites, skip
Group_4636_0 zgc:66475  have too few sites, skip
Group_1803_0 pfn2  have too few sites, skip
Group_0_154 zbtb41  have too few sites, skip
Group_5033_0 rps15  have too few sites, skip
Group_516_2 cnn2  have too few sites, skip
Group_458_4 gadd45ba  have too few sites, skip
Group_1922_1 eif2ak2  have too few sites, skip
Group_1085_0 irf2bp2  have too few sites, skip
Group_3142_0 tomm20a  have too few sites, skip
Group_6137_0 ggps1  have too few sites, skip
Group_4726_0 b3galnt2  have too few sites, skip
Group_322_10 gng4  have too few sites, skip
Group_1253_0 gpr137b  have too few sites, skip
Group_1369_0 egln1a  have too few sites, skip
Group_5889_0 tsnax  have too few sites, skip
Group_5423_0 klhdc3  have too few sites, skip
Group_376_5 gfra3  have too few sites, skip
Group_4829_0 ate1  have too few sites, skip
Group_26_0 fgfr2  have too few sites, skip
Group_93_21 wnt5a  have too few sites, skip
Group_1356_0 lrrfip2  have too few sites, skip
Group_2898_1 adtrp  have too few sites, skip
Group_1809_1 cox5b2  have too few sites, skip
Group_10_33 hcar1-3  have too few sites, skip
Group_680_4 rel  have too few sites, skip
Group_2310_1 xpo1a  have too few sites, skip
Group_520_1 pcgf6  have too few sites, skip
Group_1259_1 polr1b  have too few sites, skip
Group_6700_0 nanp  have too few sites, skip
Group_290_8-Group_290_9 zgc:175280  have too few sites, skip
Group_891_4 ccdc85a  have too few sites, skip
Group_4745_0 rmnd5b  have too few sites, skip
Group_60_27 cyp17a1  have too few sites, skip
Group_8244_0 borcs7  have too few sites, skip
Group_43_8 hells  have too few sites, skip
Group_2034_0 atp6v1ba  have too few sites, skip
Group_4832_0 pdzd8  have too few sites, skip
Group_4342_1 exo1  have too few sites, skip
Group_2057_0 birc6  have too few sites, skip
Group_975_1 limch1a  have too few sites, skip
Group_2454_0 march1  have too few sites, skip
Group_6610_0 tma16  have too few sites, skip
Group_2210_0 fam98a  have too few sites, skip
Group_4471_0 mxtx2  have too few sites, skip
Group_6947_0 tmem254  have too few sites, skip
Group_3495_0 kndc1  have too few sites, skip
Group_1584_1 tmem87b  have too few sites, skip
Group_1812_0 sft2d1  have too few sites, skip
Group_4037_1 prr18  have too few sites, skip
Group_286_1 pde10a  have too few sites, skip
Group_1979_0 mcu  have too few sites, skip
Group_5255_0 micu1  have too few sites, skip
Group_428_7 unc5b  have too few sites, skip
Group_264_7 nrxn1b  have too few sites, skip
Group_2723_0 fbxo11a  have too few sites, skip
Group_748_0 msh6  have too few sites, skip
Group_2296_1 adck5  have too few sites, skip
Group_3807_0 aimp2  have too few sites, skip
Group_8170_0 bri3  have too few sites, skip
Group_3461_0 si:dkey-85a20.4  have too few sites, skip
Group_156_19 kcnk1b  have too few sites, skip
Group_1044_2 khdrbs2  have too few sites, skip
Group_6462_0 bag2  have too few sites, skip
Group_92_3 si:ch73-173h19.3  have too few sites, skip
Group_47_17 sema4ga  have too few sites, skip
Group_3117_0 fam213aa  have too few sites, skip
Group_875_3 mat1a  have too few sites, skip
Group_617_6 zgc:154058  have too few sites, skip
Group_1252_1 stox1  have too few sites, skip
Group_852_3 eif4e1c  have too few sites, skip
Group_170_11 slc25a16  have too few sites, skip
Group_354_3 alox5a  have too few sites, skip
Group_2454_1 march8  have too few sites, skip
Group_931_0 pgam1a  have too few sites, skip
Group_1180_0 zmat4  have too few sites, skip
Group_6502_1 mrps11  have too few sites, skip
Group_1311_0 ldb1a  have too few sites, skip
Group_1358_2 npm3  have too few sites, skip
Group_6347_0 sufu  have too few sites, skip
Group_6944_0 si:dkey-15f17.8  have too few sites, skip
Group_2584_1 zdhhc16a  have too few sites, skip
Group_1635_1 ubtd1  have too few sites, skip
Group_19_6 mapk8a  have too few sites, skip
Group_637_1 arhgap22  have too few sites, skip
Group_2674_1 vstm4a  have too few sites, skip
Group_146_9 drgx  have too few sites, skip
Group_2861_1 cxcl12a  have too few sites, skip
Group_7945_0 tmem72  have too few sites, skip
Group_2329_0 erlin1  have too few sites, skip
Group_2320_0 vcla  have too few sites, skip
Group_375_6 ap3m1  have too few sites, skip
Group_2122_0 adka  have too few sites, skip
Group_64_35 dusp13a  have too few sites, skip
Group_64_4-Group_64_5 zgc:153981  have too few sites, skip
Group_64_36 si:ch211-223p8.8  have too few sites, skip
Group_73_13 npy4r  have too few sites, skip
Group_4826_0 mcph1  have too few sites, skip
Group_3514_1 gsta.2  have too few sites, skip
Group_311_10 elovl5  have too few sites, skip
Group_4915_0 gclc  have too few sites, skip
Group_13_55 klhl31  have too few sites, skip
Group_5103_0 vps35  have too few sites, skip
Group_7248_0 zgc:92818  have too few sites, skip
Group_2409_1 hpse2  have too few sites, skip
Group_119_12-Group_119_13 nkx2.3  have too few sites, skip
Group_119_6 nkx3.3  have too few sites, skip
Group_1784_0 slc25a28  have too few sites, skip
Group_1490_0 zgc:123010  have too few sites, skip
Group_227_8 loxl4  have too few sites, skip
Group_2331_1 crtac1b  have too few sites, skip
Group_1466_1 golga7bb  have too few sites, skip
Group_445_3 phactr2  have too few sites, skip
Group_6432_0 sf3b5  have too few sites, skip
Group_86_16 rgs17  have too few sites, skip
Group_5497_0 il22ra2  have too few sites, skip
Group_746_0 slc29a1a  have too few sites, skip
Group_1376_0 adss  have too few sites, skip
Group_1482_2 zbtb18  have too few sites, skip
Group_3754_0 sdccag8  have too few sites, skip
Group_1129_2 perp  have too few sites, skip
Group_2990_1 hint1  have too few sites, skip
Group_3126_1 dync2li1  have too few sites, skip
Group_214_11 ppm1ba  have too few sites, skip
Group_5186_0 slc3a1  have too few sites, skip
Group_6430_0 wdr54  have too few sites, skip
Group_7590_0 znf511  have too few sites, skip
Group_274_0 six3a  have too few sites, skip
Group_1595_0 ppp4r3cp  have too few sites, skip
Group_1595_1 pnpt1  have too few sites, skip
Group_7859_0 nphp1  have too few sites, skip
Group_1624_0 mal  have too few sites, skip
Group_6012_0 mrps5  have too few sites, skip
Group_0_133 bcl6ab  have too few sites, skip
Group_1261_1 cmpk  have too few sites, skip
Group_1419_0 fam78ba  have too few sites, skip
Group_7177_0 imp3  have too few sites, skip
Group_51_17 zgc:153115  have too few sites, skip
Group_3200_0 zgc:55943  have too few sites, skip
Group_184_12 ripk2  have too few sites, skip
Group_7_33 cdhr1a  have too few sites, skip
Group_57_17 rgra  have too few sites, skip
Group_1546_0 plekha1  have too few sites, skip
Group_8893_0 sparcl2  have too few sites, skip
Group_86_9 rgs7a  have too few sites, skip
Group_1959_0 bicc1a  have too few sites, skip
Group_3496_0 ccdc6a  have too few sites, skip
Group_4608_0 ubac2  have too few sites, skip
Group_8161_0 si:dkey-15d12.2  have too few sites, skip
Group_6937_0 bora  have too few sites, skip
Group_1379_0 dis3  have too few sites, skip
Group_1441_4 loc107375968  have too few sites, skip
Group_3040_1 ikzf5  have too few sites, skip
Group_6737_0 mettl10  have too few sites, skip
Group_2160_1 zranb1b  have too few sites, skip
Group_9164_0 si:ch1073-143l10.2  have too few sites, skip
Group_169_13 adam12  have too few sites, skip
Group_20_49 ptpreb  have too few sites, skip
Group_7971_0 gnrh3  have too few sites, skip
Group_7231_0 mgmt  have too few sites, skip
Group_511_0 ppp2r2d  have too few sites, skip
Group_1073_1 bnip3  have too few sites, skip
Group_4995_0 smndc1  have too few sites, skip
Group_752_1 mxi1  have too few sites, skip
Group_2901_0 otor  have too few sites, skip
Group_6088_0 bfsp1  have too few sites, skip
Group_2250_1 plek  have too few sites, skip
Group_1852_2 dkk1a  have too few sites, skip
Group_695_3 zgc:91976  have too few sites, skip
Group_2064_0 loc107376031  have too few sites, skip
Group_2162_1 papss2a  have too few sites, skip
Group_1621_0 ptena  have too few sites, skip
Group_130_0 ppifa  have too few sites, skip
Group_2705_1 zcchc24  have too few sites, skip
Group_164_1 anxa11a  have too few sites, skip
Group_2510_1 kcnma1a  have too few sites, skip
Group_1142_0 znf503  have too few sites, skip
Group_1840_2 comtd1  have too few sites, skip
Group_663_0 vdac2  have too few sites, skip
Group_2675_0 rnf144aa  have too few sites, skip
Group_72_5 or112-1  have too few sites, skip
Group_1232_1 eif4ebp2  have too few sites, skip
Group_4089_0 rps24  have too few sites, skip
Group_6931_0 wdpcp  have too few sites, skip
Group_2684_0 mdh1ab  have too few sites, skip
Group_2500_1 ugp2b  have too few sites, skip
Group_755_0 peli1b  have too few sites, skip
Group_236_6 lgalslb  have too few sites, skip
Group_9266_0 loc107376066  have too few sites, skip
Group_533_3 meis1a  have too few sites, skip
Group_3764_0 ccnl1a  have too few sites, skip
Group_6605_0 smim8  have too few sites, skip
Group_7937_0 cabz01080599.1  have too few sites, skip
Group_2970_0 cnrip1b  have too few sites, skip
Group_42_3 chrna1  have too few sites, skip
Group_49_9 cdh11  have too few sites, skip
Group_8485_1 unknown  have too few sites, skip
Group_680_2 nfkb2  have too few sites, skip
Group_876_4 si:ch211-150i13.1  have too few sites, skip
Group_192_8 gnrhr2  have too few sites, skip
Group_47_29 sema6dl  have too few sites, skip
Group_1898_0 si:dkey-84j12.1  have too few sites, skip
Group_6909_1 crls1  have too few sites, skip
Group_117_15 actr2b  have too few sites, skip
Group_1127_0 spred2  have too few sites, skip
Group_2876_1 c9orf172  have too few sites, skip
Group_1422_0 mvb12ba  have too few sites, skip
Group_178_2 sult6b1  have too few sites, skip
Group_5078_0 zgc:64201  have too few sites, skip
Group_129_13 bmpr1aa  have too few sites, skip
Group_3095_0 fstl1a  have too few sites, skip
Group_5609_0 supt3h  have too few sites, skip
Group_1518_1 napba  have too few sites, skip
Group_4561_0 zgc:77739  have too few sites, skip
Group_42_37 chrnb3a  have too few sites, skip
Group_42_34 chrnb2a  have too few sites, skip
Group_279_7 epas1b  have too few sites, skip
Group_1132_0 mpzl2  have too few sites, skip
Group_1689_0 elovl6l  have too few sites, skip
Group_4718_0 gins1  have too few sites, skip
Group_5005_0 si:dkeyp-84f3.5  have too few sites, skip
Group_15_6 ankrd1a  have too few sites, skip
Group_164_5 anxa4  have too few sites, skip
Group_81_1 kcnip3b  have too few sites, skip
Group_2878_0 prnpb  have too few sites, skip
Group_2858_1 pptc7b  have too few sites, skip
Group_2991_0 sftpb  have too few sites, skip
Group_6621_0 vti1b  have too few sites, skip
Group_2577_1 arg2  have too few sites, skip
Group_6975_0 b9d1  have too few sites, skip
Group_481_7 grapb  have too few sites, skip
Group_846_0 mgat5b  have too few sites, skip
Group_6785_0 fam195b  have too few sites, skip
Group_4_34 rab37  have too few sites, skip
Group_7580_0 rabep2  have too few sites, skip
Group_3067_0 si:ch211-11k18.4  have too few sites, skip
Group_2152_1 gdpd3a  have too few sites, skip
Group_747_5 ypel3  have too few sites, skip
Group_2645_1 atp6v0c  have too few sites, skip
Group_2100_0 spsb3a  have too few sites, skip
Group_4609_0 mrps34  have too few sites, skip
Group_5500_0 hn1l  have too few sites, skip
Group_1027_2 dhrs7b  have too few sites, skip
Group_5671_0 tmem11  have too few sites, skip
Group_3035_0 natd1  have too few sites, skip
Group_622_5 si:ch211-23l10.3  have too few sites, skip
Group_8267_0 bbip1  have too few sites, skip
Group_24_3 adra2a  have too few sites, skip
Group_1160_0 lgals2a  have too few sites, skip
Group_4252_0 xpo6  have too few sites, skip
Group_1808_0 fam173a  have too few sites, skip
Group_966_5 sez6l2  have too few sites, skip
Group_106_20 cabp5b  have too few sites, skip
Group_439_0 nacc1  have too few sites, skip
Group_3206_0 ier2  have too few sites, skip
Group_6229_0 alkbh7  have too few sites, skip
Group_991_0 elfn2  have too few sites, skip
Group_173_3 sgsm3  have too few sites, skip
Group_5840_0 luc7l3  have too few sites, skip
Group_2806_1 hn1b  have too few sites, skip
Group_6631_0 nup85  have too few sites, skip
Group_5098_0 mrps7  have too few sites, skip
Group_487_0 fam20c  have too few sites, skip
Group_1818_1 rai1  have too few sites, skip
Group_2317_1 srebf1  have too few sites, skip
Group_2899_1 noxo1a  have too few sites, skip
Group_5213_0 tbl3  have too few sites, skip
Group_4426_0 rnf151  have too few sites, skip
Group_6187_0 rps2  have too few sites, skip
Group_7376_0 ndufb10  have too few sites, skip
Group_2523_0 msrb1  have too few sites, skip
Group_2523_2 msrb1b  have too few sites, skip
Group_2537_1 narfl  have too few sites, skip
Group_0_121 e4f1  have too few sites, skip
Group_2257_1 grid2ipa  have too few sites, skip
Group_1074_3 loc107376160  have too few sites, skip
Group_489_1 cbx8a  have too few sites, skip
Group_1399_2 ern1  have too few sites, skip
Group_1021_3 axin2  have too few sites, skip
Group_4292_0 cep112  have too few sites, skip
Group_8776_0 smim10  have too few sites, skip
Group_4364_0 dxo  have too few sites, skip
Group_2453_1 cabz01087514.1  have too few sites, skip
Group_1778_1 anks4b  have too few sites, skip
Group_13_10 si:ch211-256e16.3  have too few sites, skip
Group_3335_1 zgc:153595  have too few sites, skip
Group_657_1 sdr42e2  have too few sites, skip
Group_1092_3 cdr2a  have too few sites, skip
Group_5368_0 zgc:171489  have too few sites, skip
Group_1543_4 kdelr2  have too few sites, skip
Group_2387_1 gpr139  have too few sites, skip
Group_2_96 proza  have too few sites, skip
Group_826_3 gprc5ba  have too few sites, skip
Group_8133_0 iqck  have too few sites, skip
Group_4261_0 dnaaf5  have too few sites, skip
Group_611_5 prkar1b  have too few sites, skip
Group_1153_0 pdgfa  have too few sites, skip
Group_8293_0 ccp110  have too few sites, skip
Group_427_8 srl  have too few sites, skip
Group_2871_1 tfap4  have too few sites, skip
Group_159_4 glis2b  have too few sites, skip
Group_2609_1 dnaja3a  have too few sites, skip
Group_5311_0 ccnf  have too few sites, skip
Group_3426_0 rnps1  have too few sites, skip
Group_877_0 adap1  have too few sites, skip
Group_4_35 rab26  have too few sites, skip
Group_110_7 sox8  have too few sites, skip
Group_110_11 sox9a  have too few sites, skip
Group_283_6 mafg  have too few sites, skip
Group_2499_1 degs1  have too few sites, skip
Group_4495_0 polr1c  have too few sites, skip
Group_4588_0 fbxo28  have too few sites, skip
Group_159_2 loc107376155  have too few sites, skip
Group_7950_0 chchd1  have too few sites, skip
Group_19_14 cdk1  have too few sites, skip
Group_5228_0 ctu2  have too few sites, skip
Group_7331_0 zgc:113201  have too few sites, skip
Group_75_31 elf3  have too few sites, skip
Group_23_43 cntn2  have too few sites, skip
Group_30_6 arfrp1  have too few sites, skip
Group_180_2 vrk2  have too few sites, skip
Group_33_31 tspan14  have too few sites, skip
Group_2877_1 apmap  have too few sites, skip
Group_7267_0 dnph1  have too few sites, skip
Group_6354_0 ncoa4  have too few sites, skip
Group_0_93 si:ch211-128m15.3  have too few sites, skip
Group_1980_1 ubr2  have too few sites, skip
Group_522_1 prph2b  have too few sites, skip
Group_20_59 ptprub  have too few sites, skip
Group_1137_0 eng2b  have too few sites, skip
Group_2683_1 insig1  have too few sites, skip
Group_114_0 dhx15  have too few sites, skip
Group_225_7 clcn7  have too few sites, skip
Group_100_7 slc2a6  have too few sites, skip
Group_3889_0 si:ch211-157c3.4  have too few sites, skip
Group_4303_0 usp7  have too few sites, skip
Group_2426_0 c16orf72  have too few sites, skip
Group_6557_0 dctn5  have too few sites, skip
Group_4271_0 ndufab1a  have too few sites, skip
Group_383_6 cacng3b  have too few sites, skip
Group_7613_0 ccdc97  have too few sites, skip
Group_4309_0 csf2rb  have too few sites, skip
Group_1153_2 pdgfb  have too few sites, skip
Group_555_2 zgc:63831  have too few sites, skip
Group_2718_1 mief1  have too few sites, skip
Group_2593_2 c1qtnf6a  have too few sites, skip
Group_297_4 chst12  have too few sites, skip
Group_3143_1 atp5j2  have too few sites, skip
Group_5871_0 cpsf4  have too few sites, skip
Group_3285_1 pdap1b  have too few sites, skip
Group_6151_0 bud31  have too few sites, skip
Group_2374_1 smcr8a  have too few sites, skip
Group_1886_1 top3a  have too few sites, skip
Group_489_5 cbx7a  have too few sites, skip
Group_6070_0 st13  have too few sites, skip
Group_1732_1 rbx1  have too few sites, skip
Group_593_4 tefb  have too few sites, skip
Group_5020_0 polr3h  have too few sites, skip
Group_1785_0 csdc2  have too few sites, skip
Group_5902_0 pick1  have too few sites, skip
Group_180_6 csnk1e  have too few sites, skip
Group_5467_0 polr2f  have too few sites, skip
Group_7962_0 mgp  have too few sites, skip
Group_970_3 pde6h  have too few sites, skip
Group_839_0 rbfox2  have too few sites, skip
Group_3564_2 loc107376289  have too few sites, skip
Group_5407_0 tcf20  have too few sites, skip
Group_8657_0 si:ch1073-314i13.4  have too few sites, skip
Group_1123_2 hebp1  have too few sites, skip
Group_3806_0 rrp7a  have too few sites, skip
Group_5946_0 poldip3  have too few sites, skip
Group_5515_0 ndufa6  have too few sites, skip
Group_6876_0 nol12  have too few sites, skip
Group_7233_1 si:dkey-167k11.5  have too few sites, skip
Group_7233_0 si:dkey-167k11.5  have too few sites, skip
Group_238_7 plekhf1  have too few sites, skip
Group_3198_1 fam132a  have too few sites, skip
Group_1511_2 tspy  have too few sites, skip
Group_1316_2 wasa  have too few sites, skip
Group_400_4 slc38a5a  have too few sites, skip
Group_3946_0 suv39h1a  have too few sites, skip
Group_6858_0 ndnl2  have too few sites, skip
Group_6196_0 taz  have too few sites, skip
Group_89_17 kcnj13  have too few sites, skip
Group_1_8 nlrx1  have too few sites, skip
Group_1101_2 tom1  have too few sites, skip
Group_304_7 mcm5  have too few sites, skip
Group_5280_0 ankrd54  have too few sites, skip
Group_18_21 si:dkeyp-69e1.8  have too few sites, skip
Group_27_51 zgc:162612  have too few sites, skip
Group_145_17 s1pr5a  have too few sites, skip
Group_7328_0 spc24  have too few sites, skip
Group_5014_0 kri1  have too few sites, skip
Group_43_30 smarca4a  have too few sites, skip
Group_952_2 atg4db  have too few sites, skip
Group_7099_0 zgc:109949  have too few sites, skip
Group_600_6 junbb  have too few sites, skip
Group_4156_1 rpsa  have too few sites, skip
Group_281_2 si:ch211-106h11.3  have too few sites, skip
Group_516_3 cnn1b  have too few sites, skip
Group_2860_0 tmem205  have too few sites, skip
Group_33_6 tspan35  have too few sites, skip
Group_566_1 zgc:158403  have too few sites, skip
Group_7263_0 gadd45gip1  have too few sites, skip
Group_654_6 nfixb  have too few sites, skip
Group_1831_0 rad23aa  have too few sites, skip
Group_3370_0 gng13  have too few sites, skip
Group_5292_0 traf7  have too few sites, skip
Group_721_2 prpsap2  have too few sites, skip
Group_2141_2 pglyrp2  have too few sites, skip
Group_150_1 dlx4a  have too few sites, skip
Group_2505_2 psmd11a  have too few sites, skip
Group_7358_0 rpain  have too few sites, skip
Group_39_6 nsfa  have too few sites, skip
Group_64_7 dusp3b  have too few sites, skip
Group_4465_0 prl  have too few sites, skip
Group_5877_0 lig4  have too few sites, skip
Group_4520_1 gemin8  have too few sites, skip
Group_8114_0 smco4  have too few sites, skip
Group_19_54 nlk2  have too few sites, skip
Group_903_0 creb1a  have too few sites, skip
Group_115_17 fzd5  have too few sites, skip
Group_5018_1 cwc22  have too few sites, skip
Group_9_17 myo18ab  have too few sites, skip
Group_6339_0 pxylp1  have too few sites, skip
Group_3230_0 xaf1  have too few sites, skip
Group_266_8 pitpnaa  have too few sites, skip
Group_285_4 ywhae  have too few sites, skip
Group_481_0 crk  have too few sites, skip
Group_577_5 atp6v0a1a  have too few sites, skip
Group_22_39 zgc:153952  have too few sites, skip
Group_115_3 fzd2  have too few sites, skip
Group_8351_0 meioc  have too few sites, skip
Group_4259_0 sidt2  have too few sites, skip
Group_1565_1 si:ch211-11n16.2  have too few sites, skip
Group_2649_1 numbl  have too few sites, skip
Group_2920_1 si:dkey-114g7.4  have too few sites, skip
Group_13_0 si:dkey-260j18.2  have too few sites, skip
